Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
ERB1_YEAST,4,3,5
YM14B_YEAST,5,8,2
SSL1_YEAST,4,2,3
RSE1_YEAST,3,1,5
PRM6_YEAST,1,1,5
YM11B_YEAST,5,8,2
ARGJ_YEAST,2,2,2
GAL83_YEAST,7,2,4
KAR5_YEAST,2,0,3
AVO2_YEAST,3,0,6
RCO1_YEAST,7,1,3
LTN1_YEAST,8,4,5
GFD1_YEAST,2,1,3
ROY1_YEAST,2,1,4
ELP6_YEAST,4,1,3
ADH6_YEAST,3,6,2
SPR28_YEAST,6,4,10
GLU2B_YEAST,3,0,3
RTN1_YEAST,7,0,8
SCW10_YEAST,3,2,6
NTE1_YEAST,2,1,3
SML1_YEAST,4,1,2
YM71_YEAST,1,4,2
TAF7_YEAST,3,1,2
RRP5_YEAST,7,8,4
TAF9_YEAST,5,5,4
BCH1_YEAST,3,1,2
DFG5_YEAST,5,1,3
CYK2_YEAST,14,6,13
ARP9_YEAST,7,1,4
HPF1_YEAST,1,0,4
NUP59_YEAST,5,3,5
ERP1_YEAST,5,1,7
SWR1_YEAST,3,8,4
FCF1_YEAST,4,1,3
SVF1_YEAST,3,1,6
DPP1_YEAST,2,4,3
INM2_YEAST,5,4,0
HRQ1_YEAST,6,6,1
SGPL_YEAST,5,3,5
PEX10_YEAST,7,3,3
HEL2_YEAST,9,5,2
CIAO1_YEAST,3,0,4
GLO2_YEAST,1,2,1
RRP45_YEAST,11,1,5
EIF3J_YEAST,4,1,4
UPS1_YEAST,4,2,3
NCW2_YEAST,2,1,5
COQ9_YEAST,2,1,3
ENT2_YEAST,3,4,4
HRD3_YEAST,4,0,6
ATG38_YEAST,3,2,5
CD123_YEAST,1,3,1
ECI1_YEAST,1,1,2
RU1C_YEAST,3,4,5
ECM38_YEAST,3,2,3
VPS38_YEAST,6,1,6
MDM30_YEAST,7,0,3
HSP7Q_YEAST,6,6,3
ARPC3_YEAST,5,1,3
VID22_YEAST,3,2,3
UTP13_YEAST,5,1,5
BUR2_YEAST,6,2,3
ECM22_YEAST,5,5,3
KYNU_YEAST,5,3,2
STE23_YEAST,5,2,4
CST9_YEAST,7,2,6
DUS3_YEAST,2,6,3
SEI1_YEAST,8,1,4
DUS4_YEAST,2,5,0
UTP21_YEAST,2,0,6
COG4_YEAST,5,0,3
YTH1_YEAST,2,2,3
MRD1_YEAST,5,2,6
SGD1_YEAST,4,1,4
GAS2_YEAST,4,1,4
IMB1_YEAST,9,7,6
DIC1_YEAST,7,7,3
ORM2_YEAST,5,1,3
LCB5_YEAST,5,3,7
NEJ1_YEAST,3,1,5
DCPS_YEAST,9,7,6
CND1_YEAST,13,1,3
ATG39_YEAST,3,1,4
SPH1_YEAST,4,2,7
TERT_YEAST,1,4,5
MMS22_YEAST,8,0,2
SFH1_YEAST,9,2,4
NMA1_YEAST,1,4,2
PDP3_YEAST,1,2,4
NGK1_YEAST,8,6,2
FKBP4_YEAST,3,2,3
MMS1_YEAST,8,0,2
MED10_YEAST,5,1,3
SMD2_YEAST,6,1,15
DBP9_YEAST,1,6,1
YSH1_YEAST,6,4,2
VTA1_YEAST,4,2,3
TOS4_YEAST,2,1,5
NEP1_YEAST,8,3,8
ATG26_YEAST,5,2,2
MMR1_YEAST,3,1,7
YPQ2_YEAST,3,2,1
EAF1_YEAST,4,1,2
TFC6_YEAST,3,2,2
ESC2_YEAST,6,4,3
ESF1_YEAST,2,1,3
KEI1_YEAST,2,1,4
DXO1_YEAST,4,5,3
VPS74_YEAST,9,2,9
NCS1_YEAST,1,2,5
MRB1_YEAST,3,3,1
LSM6_YEAST,5,1,9
ARO10_YEAST,7,8,3
DCK1_YEAST,3,2,3
ATG17_YEAST,11,3,7
SP382_YEAST,6,1,6
CORO_YEAST,5,4,1
PIN3_YEAST,1,0,3
RSC2_YEAST,11,1,1
MTNA_YEAST,2,1,2
YLH47_YEAST,4,1,2
NAT3_YEAST,3,1,2
IWS1_YEAST,4,3,2
RRP9_YEAST,4,2,5
LOA1_YEAST,4,2,4
TAZ_YEAST,6,1,5
NOC4_YEAST,7,0,8
YP147_YEAST,3,2,3
ARV1_YEAST,9,0,5
CDD_YEAST,4,3,3
ERFB_YEAST,2,2,6
IRC20_YEAST,3,7,2
MLC2_YEAST,4,4,5
HPA2_YEAST,1,3,3
OPT2_YEAST,8,1,4
ARR1_YEAST,2,4,3
ARR3_YEAST,4,3,1
BSP1_YEAST,3,2,7
HDA3_YEAST,4,2,3
GDE_YEAST,2,2,2
ATG13_YEAST,15,3,6
HDA2_YEAST,4,2,3
MHR1_YEAST,6,4,4
BFR2_YEAST,4,0,3
RSC3_YEAST,6,4,3
GIC2_YEAST,6,2,7
PIB1_YEAST,4,3,3
ATG23_YEAST,4,0,2
CENPO_YEAST,6,0,2
YFT2_YEAST,5,2,4
SWA2_YEAST,3,2,5
UTP4_YEAST,3,0,5
CND3_YEAST,10,1,4
YSP2_YEAST,3,2,8
VIP1_YEAST,5,11,3
VPS36_YEAST,8,3,2
CDC73_YEAST,7,3,3
CDA2_YEAST,3,3,1
IMH1_YEAST,3,0,3
CSR1_YEAST,8,1,6
ELP1_YEAST,5,2,5
VAC14_YEAST,7,2,3
OPY2_YEAST,5,0,5
SYG2_YEAST,3,4,2
NVJ2_YEAST,3,2,7
SYT1_YEAST,5,1,2
POS5_YEAST,5,3,2
SSK1_YEAST,5,3,1
PRP11_YEAST,3,2,5
TSR1_YEAST,3,4,5
PEX19_YEAST,5,1,5
BDF2_YEAST,4,5,4
BRE1_YEAST,9,5,4
VAM6_YEAST,10,2,5
THI3_YEAST,4,4,2
SUB2_YEAST,6,5,5
LUC7_YEAST,3,1,6
ATG20_YEAST,6,1,5
IWR1_YEAST,2,0,2
CYK3_YEAST,3,1,7
FRDA_YEAST,9,6,5
KAR_YEAST,2,5,4
CRD1_YEAST,7,1,2
DTD_YEAST,3,3,1
FMP45_YEAST,5,0,5
SHS1_YEAST,11,4,11
YPD1_YEAST,2,3,2
ADY3_YEAST,5,0,4
YD23B_YEAST,5,8,2
YD13B_YEAST,5,8,2
RT109_YEAST,10,7,3
PSR1_YEAST,6,1,3
YEH1_YEAST,2,1,2
PUF3_YEAST,9,2,2
ISA1_YEAST,4,3,3
TPO1_YEAST,6,4,4
FRA1_YEAST,3,2,2
GPI13_YEAST,2,2,2
GRC3_YEAST,4,2,3
VPS13_YEAST,11,3,17
ATG10_YEAST,6,1,1
NOC3_YEAST,5,1,5
NSE1_YEAST,6,2,3
TIM14_YEAST,2,1,4
RLP24_YEAST,3,2,3
LOT6_YEAST,2,5,3
PML1_YEAST,4,1,5
MTAP_YEAST,3,2,3
YEH2_YEAST,3,1,3
SDO1_YEAST,1,5,2
UBR2_YEAST,6,3,4
LAM6_YEAST,1,2,9
BUD20_YEAST,1,3,3
CDC45_YEAST,4,3,5
RCL1_YEAST,8,2,4
PLB3_YEAST,3,2,6
HRD1_YEAST,7,4,6
TLG2_YEAST,12,2,6
RRP44_YEAST,12,4,6
MDM38_YEAST,6,1,2
GAS5_YEAST,3,1,5
SMC5_YEAST,8,4,3
NOP12_YEAST,1,2,2
NTH2_YEAST,3,6,2
PEX15_YEAST,1,1,3
PSK2_YEAST,5,4,4
LDS2_YEAST,1,0,5
GSHB_YEAST,1,5,2
THI20_YEAST,4,4,1
NBA1_YEAST,3,0,6
SDHF2_YEAST,6,0,2
THP1_YEAST,9,2,3
BRX1_YEAST,3,3,2
AVO1_YEAST,4,2,4
ZEO1_YEAST,1,0,3
RBX1_YEAST,20,4,7
MED7_YEAST,6,1,3
RTC1_YEAST,4,1,5
TYW4_YEAST,3,1,2
RRP40_YEAST,10,2,5
DNLI4_YEAST,8,4,2
CUE5_YEAST,3,5,1
RSB1_YEAST,2,1,5
VHS3_YEAST,2,4,2
NOB1_YEAST,4,3,5
SGT1_YEAST,3,2,3
LPL1_YEAST,3,3,3
YNG1_YEAST,5,2,4
GYP1_YEAST,1,1,4
SGO1_YEAST,13,0,6
SKI7_YEAST,7,5,2
UTP16_YEAST,4,1,3
DIA2_YEAST,10,1,4
ALE1_YEAST,3,5,4
MPC54_YEAST,3,1,5
DCI1_YEAST,1,2,2
ULS1_YEAST,3,7,5
SLK19_YEAST,8,0,6
MCA1_YEAST,3,2,3
AB140_YEAST,2,3,4
FOLE_YEAST,2,3,6
PUS7_YEAST,8,4,4
ESA1_YEAST,9,9,5
DGAT2_YEAST,5,2,4
ENV9_YEAST,3,1,4
APC5_YEAST,8,0,2
CLP1_YEAST,2,3,2
THTR_YEAST,2,2,2
NAT5_YEAST,1,2,1
APTX_YEAST,2,7,2
RPN8_YEAST,2,1,3
RRS1_YEAST,3,0,4
UAF30_YEAST,4,2,3
TIM18_YEAST,6,0,3
BUD7_YEAST,4,0,3
RAX1_YEAST,3,0,5
ISW2_YEAST,9,11,4
SNX3_YEAST,4,1,7
VTS1_YEAST,4,4,3
GPB1_YEAST,7,2,2
NDD1_YEAST,2,1,2
FRE3_YEAST,4,3,2
NCBP2_YEAST,9,1,4
TCO89_YEAST,7,0,3
CTI6_YEAST,6,2,3
WDR6_YEAST,4,2,2
MRN1_YEAST,5,2,4
PRM3_YEAST,2,0,5
DDC1_YEAST,10,2,4
AP3D_YEAST,3,0,4
CSM4_YEAST,5,1,4
AFT2_YEAST,5,3,2
PGC1_YEAST,2,1,3
TYW1_YEAST,1,5,2
NIP7_YEAST,3,1,4
BMS1_YEAST,7,6,7
FLC1_YEAST,5,1,5
SELO_YEAST,2,3,1
NEW1_YEAST,3,5,3
THI21_YEAST,3,4,1
SAM4_YEAST,4,3,2
SAM3_YEAST,4,4,3
HSP32_YEAST,4,2,3
LKHA4_YEAST,4,4,3
ENV7_YEAST,3,4,3
PFA4_YEAST,2,2,3
TRMB_YEAST,3,2,4
YPQ1_YEAST,2,2,4
PLP2_YEAST,7,2,1
CDC53_YEAST,16,3,4
MDN1_YEAST,5,2,5
YTM1_YEAST,6,1,5
TAF10_YEAST,6,4,4
PALA_YEAST,4,0,4
SRO7_YEAST,4,5,4
HMI1_YEAST,3,5,4
MET32_YEAST,6,4,3
TGL5_YEAST,3,2,1
VIK1_YEAST,3,2,4
CWC2_YEAST,5,3,3
ATG41_YEAST,5,0,1
ELG1_YEAST,7,2,5
GGPPS_YEAST,6,5,1
TGS1_YEAST,6,2,2
KAD6_YEAST,3,3,3
HFI1_YEAST,3,2,3
UPPS_YEAST,2,1,6
GRE2_YEAST,3,5,2
VPS54_YEAST,5,1,6
NOP53_YEAST,5,2,4
YL11B_YEAST,5,8,2
ATG29_YEAST,10,1,6
MTU1_YEAST,3,4,2
TSR3_YEAST,2,2,3
SLX4_YEAST,10,1,5
FAL1_YEAST,3,4,5
RTK1_YEAST,1,4,2
MCP1_YEAST,3,1,3
YN11B_YEAST,5,8,2
YO21B_YEAST,5,8,2
CHS5_YEAST,7,2,6
SGT2_YEAST,2,2,4
DCS2_YEAST,9,5,4
MED2_YEAST,7,2,4
CCW12_YEAST,3,1,7
SAS10_YEAST,5,1,4
YG11B_YEAST,5,8,2
ATG9_YEAST,10,1,9
PSF3_YEAST,4,0,6
RRP6_YEAST,18,4,4
CSF1_YEAST,4,1,5
UPC2_YEAST,6,3,4
GET3_YEAST,9,7,5
APC11_YEAST,7,4,2
SCC1_YEAST,10,2,5
YRA1_YEAST,3,4,2
POM33_YEAST,6,0,5
LEU9_YEAST,1,2,1
ENG2_YEAST,3,2,2
YG31A_YEAST,2,2,2
MAK21_YEAST,2,2,4
FCY1_YEAST,4,3,2
NDOR1_YEAST,4,6,3
ADRX_YEAST,5,5,3
BBP_YEAST,3,3,3
REC8_YEAST,8,1,6
BUG1_YEAST,3,1,4
YB12B_YEAST,5,8,2
RIO1_YEAST,9,8,8
METW_YEAST,5,5,1
WTM2_YEAST,8,3,5
NCE2_YEAST,7,0,8
USB1_YEAST,1,4,3
PUS1_YEAST,5,4,2
RL7B_YEAST,4,2,4
SIZ2_YEAST,3,4,3
UTP12_YEAST,5,2,5
RAD59_YEAST,7,0,3
RLM1_YEAST,6,6,1
UBX3_YEAST,4,2,5
LSP1_YEAST,4,1,7
PKH2_YEAST,7,5,2
VAM3_YEAST,9,2,5
LCB4_YEAST,4,3,11
DAD1_YEAST,6,0,5
RPN5_YEAST,2,0,5
NYV1_YEAST,6,1,4
TPO4_YEAST,3,3,3
CENPH_YEAST,5,0,2
GIN4_YEAST,6,5,4
KPR5_YEAST,4,4,2
SMC4_YEAST,6,3,3
YG12B_YEAST,5,8,2
INP53_YEAST,3,4,3
YO11B_YEAST,5,8,2
RRP42_YEAST,12,1,5
IQG1_YEAST,8,6,7
ERV2_YEAST,1,3,4
MDY2_YEAST,3,1,5
COX17_YEAST,3,2,3
ATG34_YEAST,4,1,3
TAF3_YEAST,2,2,2
RGT2_YEAST,2,2,3
YPS3_YEAST,2,1,4
RDL1_YEAST,1,1,3
SMT3_YEAST,1,3,3
CLF1_YEAST,4,2,7
NTO1_YEAST,3,2,5
GLE1_YEAST,8,4,6
YG13B_YEAST,5,8,2
MSB4_YEAST,5,1,5
GLO4_YEAST,1,2,2
MED1_YEAST,5,1,3
YVC1_YEAST,2,5,3
TIM22_YEAST,1,3,5
RUXE_YEAST,6,2,13
FRE7_YEAST,3,4,1
SCM3_YEAST,5,2,3
YG21B_YEAST,5,8,2
UTP23_YEAST,5,1,4
HAT1_YEAST,2,4,4
MED4_YEAST,6,2,3
GYP5_YEAST,4,1,8
ATP14_YEAST,4,0,3
PST1_YEAST,1,0,6
GPR1_YEAST,8,2,1
RIB2_YEAST,3,5,1
WTM1_YEAST,8,2,4
BBP1_YEAST,3,1,6
NDJ1_YEAST,6,1,3
HIF1_YEAST,2,2,3
RPN6_YEAST,3,1,3
SWM1_YEAST,8,0,2
ATG5_YEAST,9,3,11
DGK1_YEAST,4,3,3
TRM13_YEAST,2,3,2
ARP8_YEAST,6,2,4
DBP10_YEAST,4,5,2
EMP46_YEAST,2,3,5
TRM10_YEAST,3,3,3
YOP1_YEAST,8,0,8
MPD1_YEAST,2,3,3
ARP7_YEAST,7,2,5
MPC70_YEAST,3,1,5
YP11B_YEAST,5,8,2
WHI5_YEAST,5,3,3
PRP46_YEAST,1,0,4
ATG31_YEAST,9,0,6
ISA2_YEAST,4,3,3
DPH6_YEAST,1,2,1
EAF3_YEAST,13,1,5
GLRX6_YEAST,3,4,8
APC2_YEAST,8,1,2
RTN2_YEAST,5,0,7
POM34_YEAST,5,1,5
LAS17_YEAST,8,3,4
AHA1_YEAST,2,2,3
OSH2_YEAST,7,3,9
ERG27_YEAST,1,1,4
NSI1_YEAST,3,3,3
NOP56_YEAST,5,2,6
PTPA2_YEAST,3,3,3
PEX11_YEAST,5,0,4
TRM11_YEAST,2,3,3
RUVB2_YEAST,7,5,6
RAX2_YEAST,4,0,6
TCB1_YEAST,5,3,6
CSN5_YEAST,7,4,3
SKM1_YEAST,8,5,3
YD21B_YEAST,5,8,2
FRE6_YEAST,3,3,3
AIR2_YEAST,9,4,2
PCL9_YEAST,6,2,4
RRP36_YEAST,4,0,4
AGC1_YEAST,4,4,3
SNF8_YEAST,5,1,1
PSF1_YEAST,4,0,6
YB11B_YEAST,5,8,2
YB21B_YEAST,5,8,2
KCS1_YEAST,4,6,2
RLF2_YEAST,5,0,5
NOP58_YEAST,8,3,5
YO22B_YEAST,5,8,2
LDB19_YEAST,4,2,5
SKS1_YEAST,4,5,2
RMD5_YEAST,4,2,5
ARP6_YEAST,2,1,4
PDP1_YEAST,1,4,3
TMA17_YEAST,2,1,3
NOT5_YEAST,6,0,4
DCP1_YEAST,5,2,5
ENT1_YEAST,3,4,8
IF6_YEAST,9,2,5
PCD1_YEAST,3,6,2
ATG11_YEAST,12,3,4
RMP1_YEAST,3,1,5
RQC2_YEAST,4,4,4
ATC8_YEAST,4,8,7
ATC4_YEAST,5,10,6
GLT1_YEAST,3,5,1
ATN5_YEAST,5,6,2
H2AZ_YEAST,8,7,4
YPK9_YEAST,4,7,3
CSR2_YEAST,3,2,4
SEC39_YEAST,4,0,4
PGA3_YEAST,1,1,3
CENPI_YEAST,7,0,2
SMC6_YEAST,8,4,5
RRP12_YEAST,3,2,6
RS21B_YEAST,3,1,2
RL11B_YEAST,3,3,3
LSO2_YEAST,4,2,2
RS25A_YEAST,1,1,2
BOL1_YEAST,4,0,3
VA0E_YEAST,7,2,5
RS28A_YEAST,5,1,2
PCC1_YEAST,7,1,4
DPH3_YEAST,3,6,3
COA6_YEAST,4,1,4
NOP10_YEAST,4,3,3
SUS1_YEAST,10,3,8
YI31B_YEAST,4,8,2
OST5_YEAST,1,1,3
NCB2_YEAST,7,5,2
LAG2_YEAST,1,0,1
MDM12_YEAST,10,2,9
VPS5_YEAST,4,2,7
YO12B_YEAST,5,8,2
MIC10_YEAST,2,0,4
SRN2_YEAST,5,0,4
TECR_YEAST,2,2,3
NOP14_YEAST,8,1,8
NTPPA_YEAST,1,3,1
PNO1_YEAST,5,2,4
YI31A_YEAST,2,2,2
OS9_YEAST,5,2,6
AFI1_YEAST,2,0,6
YD12B_YEAST,5,8,2
MEX67_YEAST,7,9,4
RIB3_YEAST,2,2,3
YPT6_YEAST,12,2,6
NAH1_YEAST,8,2,3
MED11_YEAST,5,2,3
SEY1_YEAST,4,2,6
AIM44_YEAST,5,0,7
ISN1_YEAST,4,3,0
SAS5_YEAST,3,3,8
YG31B_YEAST,4,8,2
DDP1_YEAST,6,6,2
ATG40_YEAST,2,1,4
YN12B_YEAST,5,8,2
OST4_YEAST,1,1,3
HRP1_YEAST,3,2,4
VCX1_YEAST,4,3,2
TRS33_YEAST,8,0,9
IGO2_YEAST,5,2,2
TAD3_YEAST,2,1,4
MBI3_YEAST,5,4,2
SCE4_YEAST,5,3,2
CMC1_YEAST,3,3,2
COQ4_YEAST,1,0,3
YRF14_YEAST,1,4,2
DIF1_YEAST,2,1,2
RL36B_YEAST,1,2,2
RTC6_YEAST,2,2,2
MRP10_YEAST,1,1,2
CYC7_YEAST,2,3,2
COX5B_YEAST,2,1,3
COX6_YEAST,2,2,3
SODM_YEAST,1,2,2
ATP8_YEAST,1,1,3
TRPE_YEAST,2,2,2
TRP_YEAST,2,1,2
ATIF_YEAST,1,3,1
STF1_YEAST,1,2,1
MFAL1_YEAST,2,2,1
RMAR_YEAST,1,1,4
REP2_YEAST,2,1,1
SCE1_YEAST,3,1,1
PUR1_YEAST,4,2,1
ARLY_YEAST,1,1,1
PUR3_YEAST,3,1,2
LEU3_YEAST,2,3,1
RL39_YEAST,1,1,3
SYTC_YEAST,1,3,2
SYWM_YEAST,1,2,2
ARGR2_YEAST,3,4,3
FUR4_YEAST,3,2,4
METE_YEAST,2,2,2
RL9A_YEAST,1,2,2
RL26A_YEAST,2,2,2
RL29_YEAST,1,1,3
RL22A_YEAST,1,2,2
CCHL_YEAST,0,2,3
HIS7_YEAST,1,2,0
DCTD_YEAST,3,2,1
HIP1_YEAST,3,2,4
PDE2_YEAST,2,3,4
STE3_YEAST,2,2,3
CBP6_YEAST,4,1,4
DHE4_YEAST,1,1,3
MRS1_YEAST,4,5,3
PUT2_YEAST,2,1,3
TRPD_YEAST,1,1,3
SYV_YEAST,1,4,3
DYR_YEAST,4,3,2
GAL7_YEAST,1,2,1
PSS_YEAST,2,1,3
MET2_YEAST,3,1,1
PUT1_YEAST,1,2,2
HSP73_YEAST,5,6,4
SYIC_YEAST,1,5,1
ATPO_YEAST,2,1,3
YSF3_YEAST,3,0,5
RS22A_YEAST,1,1,2
RL27A_YEAST,1,1,2
RL31A_YEAST,2,1,2
RL31B_YEAST,2,1,2
AQY2_YEAST,2,1,3
MPH2_YEAST,4,3,3
MPH3_YEAST,3,3,4
NFT1_YEAST,2,4,1
DDI2_YEAST,1,2,0
DDI3_YEAST,1,1,0
MALX2_YEAST,3,5,1
MALX4_YEAST,3,5,0
DSF1_YEAST,1,2,0
YRF13_YEAST,1,4,2
YRF17_YEAST,1,4,2
YRF11_YEAST,1,4,2
YRF15_YEAST,1,4,2
RL20A_YEAST,1,1,2
RS30A_YEAST,1,1,3
RS30B_YEAST,1,1,2
RS16B_YEAST,2,2,2
RS32A_YEAST,1,1,2
RS32B_YEAST,1,1,2
PT122_YEAST,2,1,2
MRS3_YEAST,2,2,3
PET54_YEAST,3,3,3
MTF2_YEAST,2,1,2
AK_YEAST,5,2,2
PCKA_YEAST,1,2,1
KAR1_YEAST,3,0,3
TCPA_YEAST,2,4,2
TRK1_YEAST,3,2,3
RT13_YEAST,1,1,3
RM02_YEAST,2,1,3
UNG_YEAST,2,1,2
GAL3_YEAST,3,2,4
ATR1_YEAST,1,1,4
GAL2_YEAST,3,3,2
SYQ_YEAST,1,4,2
PYRE_YEAST,4,1,2
HAP3_YEAST,5,4,1
DATI_YEAST,1,1,2
ACOX_YEAST,3,4,2
INO4_YEAST,2,2,2
RM31_YEAST,1,1,3
CBS1_YEAST,2,1,3
SNA3_YEAST,2,1,4
AROF_YEAST,3,1,3
SYDM_YEAST,2,3,2
DAL5_YEAST,3,2,3
PUT4_YEAST,4,3,2
STF2_YEAST,1,0,2
SAC7_YEAST,5,1,2
SPO16_YEAST,9,1,3
ERS1_YEAST,1,2,5
KHSE_YEAST,3,2,0
MET16_YEAST,5,2,2
ERD2_YEAST,4,2,3
ARGD_YEAST,2,3,2
COQ1_YEAST,2,3,3
IRA1_YEAST,2,1,2
IRA2_YEAST,2,1,4
COX11_YEAST,3,1,5
PRP6_YEAST,2,0,6
PRP9_YEAST,3,2,4
PNPP_YEAST,1,4,2
SEC59_YEAST,3,1,2
PYRC_YEAST,3,2,2
RM33_YEAST,1,1,3
CG11_YEAST,5,1,4
CG12_YEAST,6,1,4
MAK11_YEAST,4,0,3
ATP5E_YEAST,2,1,4
CP56_YEAST,1,5,1
DAL81_YEAST,4,4,1
RT28_YEAST,1,2,3
BAS1_YEAST,2,2,1
ATP12_YEAST,1,1,3
AEP2_YEAST,2,1,1
HSP74_YEAST,4,6,4
KIN3_YEAST,2,5,3
RM08_YEAST,1,1,3
RM20_YEAST,1,1,3
SYMM_YEAST,1,2,2
SAN1_YEAST,4,4,3
NAA38_YEAST,1,1,5
AIM17_YEAST,2,2,1
RS3A2_YEAST,2,1,3
CYPB_YEAST,2,2,4
RM25_YEAST,1,1,3
MRS4_YEAST,2,2,3
DS1P2_YEAST,2,2,2
SPO13_YEAST,5,0,3
MPCP_YEAST,2,1,3
MPIP_YEAST,6,1,2
SCO1_YEAST,4,2,2
RL24B_YEAST,3,3,2
ERG8_YEAST,4,2,4
MEK1_YEAST,3,5,1
CG24_YEAST,6,1,3
IF2M_YEAST,3,4,4
EFGM_YEAST,2,3,2
MRM1_YEAST,1,3,1
RBSK_YEAST,1,3,2
CYPR_YEAST,2,2,4
BUD31_YEAST,2,0,3
MPO1_YEAST,2,1,2
PUF4_YEAST,4,1,1
SYNM_YEAST,2,3,2
BPH1_YEAST,5,2,5
PHO87_YEAST,5,1,2
SED4_YEAST,3,2,3
RNQ1_YEAST,0,1,2
ADP1_YEAST,1,4,6
STDH_YEAST,3,3,2
RRT12_YEAST,2,1,3
BUD3_YEAST,2,1,2
DCC1_YEAST,5,0,3
RER1_YEAST,2,0,5
MXR2_YEAST,2,2,1
SRO9_YEAST,4,2,4
GID7_YEAST,2,0,4
PGPS1_YEAST,1,2,1
LDB16_YEAST,5,0,3
VBA3_YEAST,2,2,3
GEX1_YEAST,3,3,4
FEN2_YEAST,3,1,4
PER1_YEAST,2,1,3
IMG1_YEAST,1,1,3
ARE1_YEAST,2,2,2
TAH1_YEAST,3,1,3
DAL80_YEAST,4,4,1
SYLC_YEAST,2,4,1
YUR1_YEAST,3,2,3
INO2_YEAST,2,2,2
DPB3_YEAST,3,1,4
NAM9_YEAST,2,2,3
GAC1_YEAST,6,4,1
IPYR2_YEAST,2,2,1
TRK2_YEAST,4,2,2
HEM3_YEAST,3,1,2
MEI4_YEAST,3,0,2
SEC65_YEAST,2,1,1
ITR2_YEAST,2,2,4
RM09_YEAST,1,1,3
LDS1_YEAST,1,0,3
FUN26_YEAST,4,3,2
ACBP_YEAST,2,1,4
SYKM_YEAST,4,3,2
GLPK_YEAST,5,2,2
GPDM_YEAST,4,1,4
P5CR_YEAST,2,2,1
PROB_YEAST,4,3,2
YMC1_YEAST,4,3,2
HMX1_YEAST,4,2,4
VPH2_YEAST,2,0,4
COQ2_YEAST,2,1,4
RM41_YEAST,1,1,3
RIM1_YEAST,3,1,2
AROG_YEAST,3,1,2
BIOB_YEAST,1,4,1
ALLA_YEAST,2,2,1
ACPM_YEAST,2,2,3
HYM1_YEAST,4,1,4
DPH5_YEAST,2,2,1
ODPB_YEAST,1,2,3
GSH1_YEAST,3,2,1
MEI5_YEAST,3,0,4
RPN12_YEAST,2,0,4
PT309_YEAST,5,3,3
ECM25_YEAST,4,2,1
MSS1_YEAST,3,2,4
HSP79_YEAST,4,4,3
DSS4_YEAST,3,2,2
RML2_YEAST,1,3,3
TCA17_YEAST,5,0,6
IES6_YEAST,3,0,2
CHAC_YEAST,1,2,2
GLGB_YEAST,1,3,1
AGA2_YEAST,1,1,3
FMT_YEAST,1,1,2
RRN6_YEAST,2,2,3
MG101_YEAST,4,2,3
LAA2_YEAST,2,1,2
ZRT1_YEAST,1,1,3
FZF1_YEAST,3,4,1
NGR1_YEAST,2,1,5
GSP2_YEAST,4,2,2
UGA4_YEAST,3,2,1
RE114_YEAST,2,0,2
YME2_YEAST,2,1,2
LIPA_YEAST,2,3,1
RM06_YEAST,1,2,3
ATO2_YEAST,3,2,3
PPQ1_YEAST,3,4,2
PDR3_YEAST,4,3,2
ARPC4_YEAST,4,2,3
BCK2_YEAST,3,0,2
MDL2_YEAST,2,4,2
RIB7_YEAST,1,2,0
TKT2_YEAST,1,2,3
DHE2_YEAST,1,2,2
PRP18_YEAST,3,0,3
ECT1_YEAST,1,1,2
IXR1_YEAST,4,3,2
TOM6_YEAST,3,0,3
KTR2_YEAST,3,2,2
DCA13_YEAST,2,1,4
RT05_YEAST,2,2,3
TIR2_YEAST,2,1,5
GATB_YEAST,2,2,2
STE13_YEAST,3,3,3
MKS1_YEAST,4,0,2
MFA1_YEAST,1,1,3
MFA2_YEAST,1,1,3
YBF5_YEAST,2,3,1
PTH2_YEAST,1,1,3
MTR2_YEAST,6,0,3
CASP_YEAST,3,1,1
LST4_YEAST,4,0,4
ZRT3_YEAST,3,1,2
YKK0_YEAST,4,1,3
KTI12_YEAST,2,2,2
UBL1_YEAST,3,1,1
CYPD_YEAST,2,2,3
AST1_YEAST,2,1,6
SQT1_YEAST,2,1,2
CLG1_YEAST,3,2,2
THI80_YEAST,3,4,1
SPT23_YEAST,4,0,3
DHSO1_YEAST,2,3,0
YET1_YEAST,3,0,2
BLI1_YEAST,2,0,2
FABG_YEAST,3,3,1
PPAB_YEAST,1,1,3
RM38_YEAST,1,2,3
FOLC_YEAST,2,5,3
PTK1_YEAST,2,5,1
KKQ8_YEAST,2,4,1
EF1G2_YEAST,1,2,6
YPT53_YEAST,3,2,6
OAF3_YEAST,3,3,3
YRA2_YEAST,1,3,3
EMC3_YEAST,4,1,1
POC2_YEAST,1,0,3
MNN4_YEAST,3,1,2
ELF1_YEAST,2,2,2
NNRD_YEAST,2,2,1
AVT3_YEAST,3,3,3
COXM1_YEAST,1,1,3
PMU1_YEAST,0,2,3
RRN3_YEAST,1,4,2
PHD1_YEAST,2,2,1
TTI1_YEAST,3,0,4
TCD2_YEAST,1,3,2
BYE1_YEAST,2,4,1
PRY2_YEAST,2,1,4
IRS4_YEAST,6,0,4
NTR2_YEAST,1,0,5
DBP7_YEAST,3,4,2
RPC5_YEAST,4,0,2
