Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
YJW0_YEAST,0,0,0
YJV5_YEAST,0,0,0
YJV3_YEAST,0,1,0
YJV1_YEAST,0,0,0
YFG5_YEAST,0,0,0
YFG4_YEAST,0,0,0
YFG3_YEAST,0,0,0
YFD2_YEAST,0,0,1
YFB9_YEAST,0,0,0
YFB5_YEAST,0,0,1
YFB2_YEAST,0,0,0
YFI8_YEAST,0,2,1
YFK5_YEAST,0,0,1
YFM4_YEAST,0,0,0
YFM7_YEAST,0,0,0
YGS6_YEAST,0,0,0
YJS2_YEAST,0,0,1
YJS1_YEAST,0,0,0
YJQ9_YEAST,0,0,0
YJP2_YEAST,0,0,1
YJP0_YEAST,0,0,0
YJN5_YEAST,0,0,0
YJL9_YEAST,0,0,0
YJL8_YEAST,0,0,1
YJI6_YEAST,0,0,1
YJG4_YEAST,0,0,0
YJE3_YEAST,0,0,2
YJD2_YEAST,0,0,0
YJC8_YEAST,0,0,1
YJC7_YEAST,0,0,0
YJC2_YEAST,0,0,0
YJB5_YEAST,0,0,0
YJA9_YEAST,0,0,0
YJA7_YEAST,0,0,1
YJY1_YEAST,0,0,0
YJY8_YEAST,0,0,1
YJZ0_YEAST,0,0,0
YJZ3_YEAST,0,0,1
YJ07_YEAST,0,0,0
YJ08_YEAST,0,0,1
YJ09_YEAST,0,0,1
YJ41_YEAST,0,0,0
YJ49_YEAST,0,0,0
YJ57_YEAST,0,0,0
YJ84_YEAST,0,0,0
YJ85_YEAST,0,0,0
YJ98_YEAST,0,0,0
YJ9V_YEAST,0,0,0
YJ9Z_YEAST,0,0,0
YG3O_YEAST,0,0,0
YD186_YEAST,0,0,0
YG4T_YEAST,0,0,1
YG51_YEAST,0,0,1
YGZG_YEAST,0,0,0
YGZE_YEAST,0,0,0
YGY9_YEAST,0,0,1
YGY5_YEAST,0,0,0
YGW8_YEAST,0,0,0
YGW7_YEAST,0,0,0
YGU9_YEAST,0,0,0
YGU3_YEAST,0,0,0
YGT8_YEAST,0,0,0
YGT2_YEAST,0,0,0
YGS7_YEAST,0,0,0
YGR5_YEAST,0,0,1
YGP9_YEAST,0,0,1
YGP2_YEAST,0,0,1
YGO9_YEAST,0,0,1
YGN8_YEAST,0,0,1
YGN2_YEAST,0,0,0
YGL8_YEAST,0,0,0
YGL7_YEAST,0,0,0
YGK9_YEAST,0,0,0
YGK2_YEAST,0,0,0
YGI8_YEAST,0,0,1
YGI1_YEAST,0,0,0
YGH4_YEAST,0,0,1
YGH2_YEAST,0,0,1
YGG9_YEAST,0,0,0
YGF2_YEAST,0,0,0
YGE2_YEAST,0,0,1
YGE1_YEAST,0,0,1
YGD4_YEAST,0,1,0
YGC4_YEAST,0,0,1
YG16_YEAST,0,0,0
YG1C_YEAST,0,0,0
YG1E_YEAST,0,0,0
YG1H_YEAST,0,0,0
YG1O_YEAST,0,0,0
YG1R_YEAST,0,0,0
YG1V_YEAST,0,0,1
YG1X_YEAST,0,0,0
YG1Y_YEAST,0,0,0
YG21_YEAST,0,0,0
YG27_YEAST,1,0,0
YG2C_YEAST,0,0,1
YG2E_YEAST,0,0,1
YG2G_YEAST,0,0,0
YG2U_YEAST,0,0,0
YG2Z_YEAST,0,0,1
YG31_YEAST,0,0,1
YG36_YEAST,0,0,2
YG3E_YEAST,0,0,1
YG3G_YEAST,0,0,0
YG3U_YEAST,0,0,0
YG45_YEAST,0,0,0
YG47_YEAST,0,0,0
YG4O_YEAST,0,0,2
YG4U_YEAST,0,0,1
YG55_YEAST,0,0,1
YG5G_YEAST,0,0,0
YG5K_YEAST,0,0,1
YG5Q_YEAST,0,0,0
YG62_YEAST,0,0,0
YG64_YEAST,0,0,1
YN82_YEAST,0,0,1
YN87_YEAST,0,0,1
YN8E_YEAST,0,0,1
YN8P_YEAST,0,0,0
YN97_YEAST,0,0,0
YN9D_YEAST,0,0,0
YN78_YEAST,0,0,0
YN77_YEAST,0,0,0
YN64_YEAST,0,0,1
YN59_YEAST,0,0,0
YN43_YEAST,0,0,0
YN36_YEAST,1,0,0
YN25_YEAST,0,0,0
YN16_YEAST,0,0,0
YN06_YEAST,0,0,1
YNX5_YEAST,0,0,1
YNW6_YEAST,1,0,0
YNT3_YEAST,0,0,0
YNS4_YEAST,0,0,0
YNR9_YEAST,0,0,1
YNR4_YEAST,0,0,1
YNR1_YEAST,0,0,0
YNR0_YEAST,0,0,0
YNQ5_YEAST,0,0,0
YNP0_YEAST,0,0,0
YNO6_YEAST,0,0,2
YNO4_YEAST,0,0,1
YNO0_YEAST,0,0,0
YNM0_YEAST,0,0,0
YNL4_YEAST,0,0,1
YNI9_YEAST,0,0,0
YNF7_YEAST,0,0,0
YNF0_YEAST,0,0,0
YNE3_YEAST,0,0,0
YND4_YEAST,1,0,0
YNC8_YEAST,0,0,0
YNB8_YEAST,1,0,1
YNB7_YEAST,0,0,0
YNB3_YEAST,0,0,1
YNB1_YEAST,0,1,0
YL460_YEAST,0,1,0
YC01A_YEAST,0,0,0
YE119_YEAST,0,0,0
YD537_YEAST,0,0,0
YE066_YEAST,0,0,0
YD467_YEAST,0,0,1
YD413_YEAST,0,0,1
YD426_YEAST,0,0,0
YD433_YEAST,1,0,0
YD442_YEAST,0,0,1
YD455_YEAST,0,0,0
YD509_YEAST,0,0,1
YD521_YEAST,0,0,1
YD526_YEAST,0,0,1
YD290_YEAST,0,0,1
YD269_YEAST,0,0,1
YD271_YEAST,0,0,0
YD274_YEAST,0,0,0
YD355_YEAST,0,0,1
YD366_YEAST,0,0,1
YD327_YEAST,0,0,0
YB109_YEAST,0,0,0
YE075_YEAST,0,0,0
YB09A_YEAST,0,0,1
YH52B_YEAST,0,0,0
YH54B_YEAST,0,0,0
YD213_YEAST,0,0,1
YE034_YEAST,0,0,1
YE091_YEAST,0,0,0
YI014_YEAST,0,0,0
YP025_YEAST,0,0,0
YP068_YEAST,0,0,1
YP080_YEAST,0,0,0
YP077_YEAST,0,0,0
YD543_YEAST,0,0,0
YD544_YEAST,0,0,0
YP039_YEAST,0,0,0
YP034_YEAST,0,0,0
YFL12_YEAST,0,0,1
YD042_YEAST,0,0,0
YMM2_YEAST,0,0,0
YML9_YEAST,0,0,1
YM46_YEAST,0,0,0
YM49_YEAST,0,0,1
YD491_YEAST,0,0,1
YD209_YEAST,0,0,1
YMO7_YEAST,0,0,0
YM58_YEAST,0,0,0
YMD7_YEAST,0,0,1
YMC0_YEAST,0,0,0
YMK8_YEAST,0,0,2
YD249_YEAST,0,0,0
YD250_YEAST,0,0,1
YD095_YEAST,0,0,0
YD102_YEAST,0,0,0
YM09_YEAST,0,0,0
YI100_YEAST,0,0,1
YI017_YEAST,0,0,1
YI20A_YEAST,0,0,0
YI020_YEAST,0,0,0
YDR33_YEAST,0,0,1
YM80_YEAST,0,0,0
YD431_YEAST,0,0,1
YP012_YEAST,0,0,1
YM14_YEAST,0,1,1
YMX2_YEAST,0,0,0
YD535_YEAST,0,0,0
YMZ3_YEAST,0,0,0
YMJ0_YEAST,0,0,1
YMI9_YEAST,0,0,0
YMI4_YEAST,0,0,0
YMI3_YEAST,0,0,0
YDR14_YEAST,0,0,0
YMU7_YEAST,0,0,0
YM86_YEAST,0,0,1
YM88_YEAST,0,0,1
YM96_YEAST,0,0,0
YM98_YEAST,0,0,0
YM99_YEAST,1,1,0
YM9B_YEAST,0,0,1
YD220_YEAST,0,0,0
YMF3_YEAST,0,0,2
YH50_YEAST,0,0,0
YD340_YEAST,0,0,1
YD344_YEAST,0,0,0
YD286_YEAST,0,0,0
YD278_YEAST,0,0,1
YL296_YEAST,0,0,1
YL400_YEAST,0,0,1
YL402_YEAST,0,0,1
YL334_YEAST,0,0,1
BOP2_YEAST,0,0,0
YL184_YEAST,0,0,0
YP195_YEAST,0,0,0
YL416_YEAST,0,0,0
YP078_YEAST,0,0,0
YP084_YEAST,0,0,0
YH007_YEAST,0,0,1
YD050_YEAST,0,0,1
YD062_YEAST,0,0,0
YD068_YEAST,0,0,1
YD071_YEAST,0,0,0
YD094_YEAST,0,0,1
YD187_YEAST,0,0,0
YD221_YEAST,0,0,0
YD228_YEAST,0,0,0
YD241_YEAST,0,0,1
YD242_YEAST,0,0,0
YD053_YEAST,0,0,1
YL020_YEAST,0,0,1
YL037_YEAST,0,0,1
YL044_YEAST,0,0,0
YL047_YEAST,0,0,1
YL012_YEAST,0,0,0
YL030_YEAST,0,0,0
YL031_YEAST,0,0,0
YL041_YEAST,0,0,0
YL076_YEAST,0,0,0
YL101_YEAST,0,0,1
YO014_YEAST,0,0,0
IRC10_YEAST,0,0,1
YO024_YEAST,0,0,0
YO029_YEAST,0,0,0
YO037_YEAST,0,0,1
YO035_YEAST,0,0,1
YO046_YEAST,0,0,0
YO050_YEAST,0,0,0
YO106_YEAST,0,0,0
YOL18_YEAST,0,0,0
YO131_YEAST,0,0,0
YO150_YEAST,0,0,0
YO160_YEAST,0,0,0
YOL66_YEAST,0,0,1
YO041_YEAST,0,0,0
YOR50_YEAST,0,0,0
YOR53_YEAST,0,0,1
YO055_YEAST,0,0,0
YOR72_YEAST,0,0,0
YO102_YEAST,0,0,0
YO105_YEAST,0,0,0
YO121_YEAST,0,0,0
YO139_YEAST,0,0,0
YO146_YEAST,0,0,1
YO169_YEAST,0,0,0
YO170_YEAST,0,0,0
YO199_YEAST,0,0,1
YO200_YEAST,0,0,0
YO201_YEAST,0,0,0
YO248_YEAST,0,0,0
YO263_YEAST,0,0,0
YO268_YEAST,0,0,1
YO277_YEAST,0,0,1
YO282_YEAST,0,0,1
YO300_YEAST,2,0,0
YO333_YEAST,0,0,0
YO345_YEAST,0,0,1
YO364_YEAST,0,0,0
YO366_YEAST,0,0,0
YO379_YEAST,0,0,0
YO385_YEAST,0,0,1
YO392_YEAST,0,0,1
YP142_YEAST,0,0,0
YP182_YEAST,0,0,1
YP185_YEAST,0,0,1
YP197_YEAST,0,0,0
YP261_YEAST,0,0,0
YP272_YEAST,0,1,0
YP278_YEAST,0,0,0
YP203_YEAST,0,0,0
YD011_YEAST,0,0,1
YD158_YEAST,0,0,0
YP251_YEAST,0,0,0
YOR24_YEAST,0,0,0
YL140_YEAST,0,0,1
YL049_YEAST,0,0,0
YD029_YEAST,0,0,1
YD016_YEAST,0,0,0
YL112_YEAST,0,0,0
YD172_YEAST,0,0,1
YL125_YEAST,0,0,0
BSC1_YEAST,0,0,0
YDL26_YEAST,0,0,1
YD163_YEAST,0,0,0
YO015_YEAST,0,0,1
YL123_YEAST,0,0,1
YDL96_YEAST,0,0,1
YD015_YEAST,0,0,0
YD009_YEAST,0,0,2
YORA4_YEAST,1,0,1
YO225_YEAST,0,0,1
YD215_YEAST,0,0,1
YOR29_YEAST,0,0,0
YO218_YEAST,0,0,1
YO325_YEAST,0,0,0
YD023_YEAST,0,0,0
YOR97_YEAST,0,0,1
YD032_YEAST,0,0,0
YD162_YEAST,0,0,0
YL122_YEAST,0,0,1
YL124_YEAST,0,0,0
YL059_YEAST,0,0,1
YO012_YEAST,0,0,0
YD041_YEAST,0,0,1
YD152_YEAST,0,0,1
YDR10_YEAST,0,0,0
YO309_YEAST,0,0,0
YD034_YEAST,0,0,0
YO343_YEAST,0,0,0
YP064_YEAST,0,0,1
YO098_YEAST,0,1,1
YO314_YEAST,0,0,0
YL111_YEAST,0,0,1
YP015_YEAST,1,1,0
YM094_YEAST,0,0,0
YP145_YEAST,0,0,0
YL146_YEAST,0,0,0
YG194_YEAST,0,0,2
YD461_YEAST,0,0,0
YD007_YEAST,0,0,0
YB201_YEAST,0,0,0
Q0092_YEAST,0,0,1
YL264_YEAST,0,0,0
YO034_YEAST,0,0,1
YO192_YEAST,0,0,0
YJ047_YEAST,0,0,0
YI021_YEAST,0,0,1
YG258_YEAST,0,0,0
YA037_YEAST,0,0,0
YL412_YEAST,0,0,0
YJ112_YEAST,0,0,2
YG161_YEAST,0,0,0
YH086_YEAST,0,0,0
YG41B_YEAST,0,0,2
YP119_YEAST,0,0,1
YB200_YEAST,0,0,1
YH048_YEAST,0,0,1
YM030_YEAST,0,0,1
YB230_YEAST,0,0,0
YD246_YEAST,0,0,0
YK183_YEAST,0,0,1
YM175_YEAST,0,0,0
YN67B_YEAST,0,0,0
YL285_YEAST,0,0,0
YD159_YEAST,0,0,0
YJ151_YEAST,0,0,0
YB255_YEAST,0,0,1
YB96B_YEAST,0,0,0
YB221_YEAST,0,0,0
YM247_YEAST,0,0,1
YG240_YEAST,0,0,0
YC095_YEAST,0,0,0
YD169_YEAST,0,0,0
YA063_YEAST,0,0,0
YB072_YEAST,0,0,1
YL361_YEAST,0,0,0
YD182_YEAST,0,0,1
YK106_YEAST,0,0,0
YE078_YEAST,0,0,0
YO16W_YEAST,0,0,0
YM007_YEAST,0,0,1
YPR08_YEAST,0,0,0
YP038_YEAST,0,0,0
YM230_YEAST,0,0,0
YO293_YEAST,0,0,0
YO155_YEAST,0,0,0
YO097_YEAST,0,0,0
YN227_YEAST,0,0,0
YN146_YEAST,0,0,0
YN042_YEAST,0,0,0
YI018_YEAST,0,0,0
YI046_YEAST,0,0,1
YI002_YEAST,0,0,0
YH015_YEAST,0,0,0
YD003_YEAST,0,0,0
YC204_YEAST,0,0,1
YO038_YEAST,0,0,0
YJ136_YEAST,0,0,0
YG006_YEAST,0,0,0
YO381_YEAST,0,0,0
YO376_YEAST,0,0,0
YO316_YEAST,0,0,0
YO011_YEAST,0,0,0
YM054_YEAST,0,0,0
YL342_YEAST,0,0,1
YL154_YEAST,0,0,0
YL006_YEAST,0,0,1
YH175_YEAST,0,0,1
YG121_YEAST,0,0,0
YF041_YEAST,0,0,0
YD194_YEAST,0,0,0
YC108_YEAST,0,0,0
YB96A_YEAST,0,0,1
YB008_YEAST,0,0,1
YL307_YEAST,0,0,0
YK068_YEAST,0,0,0
YO72B_YEAST,0,0,0
YJ052_YEAST,0,0,0
YF012_YEAST,0,0,0
YM58C_YEAST,0,0,1
YI134_YEAST,0,0,1
YG035_YEAST,0,0,0
YM193_YEAST,0,0,1
YM9D_YEAST,0,0,0
YPR02_YEAST,0,0,0
YPR39_YEAST,0,0,1
YPR14_YEAST,0,0,0
YM135_YEAST,0,0,0
YM009_YEAST,0,0,1
YM046_YEAST,0,0,1
YM052_YEAST,0,0,1
YM075_YEAST,0,0,0
YM012_YEAST,0,0,0
YM101_YEAST,0,0,1
YM116_YEAST,0,0,0
YB107_YEAST,0,0,0
YM099_YEAST,0,0,1
YM086_YEAST,0,0,0
YM031_YEAST,0,0,0
YP053_YEAST,0,0,0
YL366_YEAST,0,0,0
YL365_YEAST,0,0,0
YCB2_YEAST,0,0,0
YO394_YEAST,0,0,0
YO16A_YEAST,0,0,0
YN075_YEAST,0,0,0
YL466_YEAST,0,0,0
YL66B_YEAST,0,0,0
YJ026_YEAST,0,0,0
YH1E_YEAST,0,0,0
YH21B_YEAST,0,0,0
YB298_YEAST,0,0,0
YA067_YEAST,0,0,0
YAG8_YEAST,0,0,0
YP160_YEAST,0,0,0
YP135_YEAST,0,0,0
YP22A_YEAST,0,0,0
YO335_YEAST,0,0,0
YO231_YEAST,0,0,0
YO86A_YEAST,0,0,0
YO61B_YEAST,0,0,0
YO61A_YEAST,0,0,0
YO108_YEAST,0,0,0
YN003_YEAST,0,0,0
YN097_YEAST,0,0,0
YN144_YEAST,0,0,0
YM72A_YEAST,0,0,0
YL399_YEAST,0,0,0
YL347_YEAST,0,0,0
YL299_YEAST,0,0,0
YL286_YEAST,0,0,0
ART3_YEAST,0,0,0
YL019_YEAST,0,0,0
YK075_YEAST,0,0,1
YK156_YEAST,0,0,0
YJ140_YEAST,0,0,0
YJ020_YEAST,0,0,0
YJ77A_YEAST,0,0,0
YI21A_YEAST,0,0,0
YI105_YEAST,0,0,0
YH137_YEAST,0,0,0
YG270_YEAST,0,0,1
YG068_YEAST,0,0,0
YG063_YEAST,0,0,0
YG123_YEAST,0,0,0
YE023_YEAST,0,0,0
YE008_YEAST,0,0,0
YE032_YEAST,0,0,0
YD464_YEAST,0,0,0
YD354_YEAST,0,0,0
YD025_YEAST,0,0,0
YD086_YEAST,0,0,0
YD59B_YEAST,0,0,1
YC081_YEAST,0,0,1
YC047_YEAST,0,0,0
YC045_YEAST,0,0,0
YB223_YEAST,0,0,0
YB141_YEAST,0,0,0
YB131_YEAST,0,0,0
YB06A_YEAST,0,0,0
YP159_YEAST,0,0,2
YO85A_YEAST,0,0,0
YN103_YEAST,0,0,0
YL37A_YEAST,0,0,0
YL120_YEAST,0,0,0
YF034_YEAST,0,0,0
YE158_YEAST,0,0,1
YE088_YEAST,0,0,0
YE030_YEAST,0,0,0
YD24A_YEAST,0,0,0
YD510_YEAST,0,0,1
YA37B_YEAST,0,0,0
YP152_YEAST,0,0,0
YO161_YEAST,0,0,1
YO032_YEAST,0,0,2
YO19A_YEAST,0,0,0
YM315_YEAST,0,0,0
YM272_YEAST,0,0,1
YM242_YEAST,0,0,0
YM182_YEAST,0,0,1
YM105_YEAST,0,0,0
YM001_YEAST,0,0,0
YM100_YEAST,0,0,0
YL406_YEAST,0,0,1
YK096_YEAST,0,0,1
YJ77B_YEAST,0,0,0
YH213_YEAST,0,0,1
YH032_YEAST,0,0,0
YH022_YEAST,0,0,0
YG204_YEAST,0,0,0
YG174_YEAST,0,0,0
YG146_YEAST,0,0,1
YG007_YEAST,0,0,0
YG188_YEAST,0,0,0
YF032_YEAST,0,0,1
YF030_YEAST,0,0,0
YE175_YEAST,0,0,0
YB182_YEAST,0,0,0
YB071_YEAST,0,0,0
YA035_YEAST,0,0,1
YC102_YEAST,0,0,0
YC097_YEAST,0,0,1
YC038_YEAST,0,0,0
YC018_YEAST,0,0,1
YC01B_YEAST,4,0,0
YC021_YEAST,0,0,2
YL149_YEAST,0,0,0
YO318_YEAST,0,0,0
GIN11_YEAST,0,0,0
YO085_YEAST,0,0,0
YP229_YEAST,0,0,1
YP238_YEAST,0,0,1
Q0297_YEAST,0,0,1
Q0182_YEAST,0,0,1
Q0144_YEAST,0,0,1
Q0143_YEAST,0,0,1
Q0142_YEAST,0,0,1
Q0032_YEAST,0,0,1
Q0017_YEAST,0,0,1
Q0010_YEAST,0,0,1
