Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
CTH1_YEAST,2,2,1
DIRA1_HUMAN,1,3,1
PPR3A_HUMAN,2,2,2
O11H1_HUMAN,0,2,1
ACK1_HUMAN,7,12,14
CH058_HUMAN,0,0,0
TS1R3_HUMAN,4,2,4
CLM6_HUMAN,2,1,1
PRR15_HUMAN,0,0,0
SMG1L_HUMAN,0,0,0
DEF6_HUMAN,9,1,4
DTX3L_HUMAN,19,10,8
RL21_HUMAN,2,2,7
SYDE1_HUMAN,7,2,1
SRX1_YEAST,2,2,2
TLR7_HUMAN,23,4,11
AT1A4_HUMAN,18,6,7
METL8_HUMAN,4,2,2
CC062_HUMAN,2,0,0
EDC2_YEAST,4,1,3
YCE9_YEAST,0,0,1
AIRIM_HUMAN,1,0,5
GALT_HUMAN,3,2,3
CDD_HUMAN,9,5,5
CQ113_HUMAN,0,0,0
CE064_HUMAN,0,0,1
KIN28_YEAST,12,4,5
TES_HUMAN,1,3,6
TFC7_YEAST,3,2,2
FRPD3_HUMAN,0,0,4
S29A3_HUMAN,15,9,6
F131A_HUMAN,0,0,0
CH071_HUMAN,0,0,0
CIA2B_HUMAN,4,0,8
NUG1_YEAST,3,4,3
YGR5_YEAST,0,0,1
TVB78_HUMAN,2,0,2
IMPA3_HUMAN,7,4,8
P1L12_HUMAN,0,0,0
CCDC8_HUMAN,2,0,6
DGUOK_HUMAN,7,3,5
MEX67_YEAST,7,9,4
NFYC_HUMAN,4,6,6
TATD2_HUMAN,0,2,1
OR7A2_HUMAN,1,2,1
XPO2_HUMAN,2,2,7
ZNF48_HUMAN,1,4,1
TENA_HUMAN,23,3,12
FGF11_HUMAN,3,2,2
MRAP2_HUMAN,8,7,3
GPN1_HUMAN,0,3,3
P2RX3_HUMAN,19,3,6
SSX1_HUMAN,2,1,4
GUF1_YEAST,2,3,4
AQP4_HUMAN,7,2,8
FR1L6_HUMAN,2,1,1
MET28_YEAST,6,3,4
RPEL1_HUMAN,2,2,1
PTBP2_HUMAN,4,2,2
DI3L2_HUMAN,9,4,2
YO079_YEAST,0,0,1
RM28_HUMAN,2,2,5
FIMP_HUMAN,2,0,1
PRAM1_HUMAN,4,0,1
ATIF1_HUMAN,15,8,3
ALKB8_HUMAN,3,7,4
YI046_YEAST,0,0,1
RN187_HUMAN,5,2,4
MET_HUMAN,24,7,7
NPR1_YEAST,3,4,4
FIZ1_HUMAN,1,4,3
ANM8_HUMAN,5,9,4
RETR3_HUMAN,4,1,3
PET54_YEAST,3,3,3
SUGP2_HUMAN,2,1,2
H90B3_HUMAN,3,5,5
SPAT6_HUMAN,3,1,3
MCP_HUMAN,15,3,6
STAT2_HUMAN,11,5,8
TSPY1_HUMAN,5,2,3
KTNB1_HUMAN,10,4,14
CLC11_HUMAN,2,2,3
TM121_HUMAN,0,0,1
SPB6_HUMAN,3,2,11
GNA1_HUMAN,1,2,3
F157C_HUMAN,0,0,0
TVA36_HUMAN,2,0,1
PDK2_YEAST,3,3,2
EFHB_HUMAN,5,2,3
SR140_HUMAN,1,1,3
ARP4_YEAST,7,3,6
PSME2_HUMAN,2,2,7
CHA4_YEAST,3,4,1
ALN_YEAST,2,3,1
MYH7B_HUMAN,0,3,4
TOM5_HUMAN,2,0,4
IL1FA_HUMAN,4,2,3
YO134_YEAST,0,0,1
CEL2B_HUMAN,1,1,2
ITA2B_HUMAN,6,6,9
MFRP_HUMAN,4,0,2
YPT6_YEAST,12,2,6
LAS1L_HUMAN,3,2,6
PAK2_HUMAN,25,10,9
ZN320_HUMAN,1,3,1
AAS1_HUMAN,0,0,0
ZSA5C_HUMAN,1,3,1
ISK9_HUMAN,1,1,1
TESP1_HUMAN,6,2,5
TR49D_HUMAN,3,2,1
DIAC_HUMAN,2,2,2
TENX_HUMAN,18,5,7
PCY1B_HUMAN,4,3,3
ZN461_HUMAN,1,3,1
PSMD9_HUMAN,5,2,5
YJZ3_YEAST,0,0,1
NDKA_HUMAN,12,9,7
HACE1_HUMAN,8,3,6
NUPR1_HUMAN,32,4,6
GNAZ_HUMAN,5,7,8
YIQ3_YEAST,0,0,0
OR5MA_HUMAN,2,3,1
JMJD8_HUMAN,4,0,4
DBP2_YEAST,5,6,4
STDH_YEAST,3,3,2
LCE1B_HUMAN,1,1,0
HLAG_HUMAN,25,5,14
TAAR6_HUMAN,2,2,1
UCC1_YEAST,2,1,1
LZTS1_HUMAN,4,0,5
RAB7A_HUMAN,27,6,22
CG22_YEAST,8,1,6
MAL13_YEAST,3,3,1
CAPZB_HUMAN,8,3,15
CO5A1_HUMAN,14,6,6
ZN530_HUMAN,1,3,1
AIF1L_HUMAN,2,2,5
RUNX1_HUMAN,25,14,5
ZN777_HUMAN,3,3,1
DPOE_YEAST,14,10,4
CL076_HUMAN,0,0,0
TFPT_HUMAN,16,3,5
RDR1_YEAST,2,4,1
TGS1_YEAST,6,2,2
HNF6_HUMAN,21,5,2
CSCL2_HUMAN,3,4,4
YL342_YEAST,0,0,1
SPT23_YEAST,4,0,3
TLR5_HUMAN,6,4,1
WWAS2_HUMAN,0,0,0
INT15_HUMAN,0,0,1
DLGP1_HUMAN,1,2,4
HUTH_HUMAN,3,1,1
TOP2_YEAST,11,5,4
HYAS3_HUMAN,6,2,7
YA069_YEAST,0,0,0
YA056_YEAST,0,0,0
CALCB_HUMAN,4,2,2
PAU4_YEAST,1,1,3
RPAC1_HUMAN,1,5,7
DAP1_YEAST,1,1,4
ERLEC_HUMAN,4,1,2
YP071_YEAST,0,0,2
ASPX_HUMAN,1,0,1
ARL4A_HUMAN,3,2,5
UBP51_HUMAN,8,5,2
S14L5_HUMAN,0,0,1
YI002_YEAST,0,0,0
ICOS_HUMAN,4,0,2
YN77_YEAST,0,0,0
AL4A1_HUMAN,4,4,3
TSNA1_HUMAN,3,2,2
RM33_YEAST,1,1,3
YD029_YEAST,0,0,1
SPS4_YEAST,1,0,1
T183B_HUMAN,1,0,2
RRG9_YEAST,2,0,2
DBNL_HUMAN,7,6,23
TMA46_YEAST,1,2,2
LRC3B_HUMAN,0,0,3
YL235_YEAST,1,0,0
ALPK1_HUMAN,5,5,4
DHX36_HUMAN,32,19,12
MORN3_HUMAN,1,1,2
GSTK1_HUMAN,2,2,7
Z354A_HUMAN,2,3,4
MICA1_HUMAN,8,12,10
SUT1_YEAST,6,3,2
IGLL1_HUMAN,2,1,4
BYE1_YEAST,2,4,1
LEE1_YEAST,2,2,0
RYR2_HUMAN,38,12,10
AGP3_YEAST,3,1,2
ZBT7C_HUMAN,4,3,1
GATA4_HUMAN,39,14,5
CC179_HUMAN,0,0,0
ZN562_HUMAN,1,3,1
CCR2_HUMAN,54,8,9
MOB1B_HUMAN,2,5,4
NGLY1_HUMAN,2,2,3
GPR1_YEAST,8,2,1
ZN347_HUMAN,1,3,1
RFC3_YEAST,7,3,6
SIM1_YEAST,2,1,4
ADH5_YEAST,3,2,2
KV311_HUMAN,2,1,6
QCR7_HUMAN,4,0,4
ITR1_YEAST,4,2,5
ZN558_HUMAN,1,3,1
BMF_HUMAN,6,0,4
SYUA_HUMAN,76,23,21
DOA10_YEAST,3,3,6
ISA1_YEAST,4,3,3
YIP1_YEAST,4,0,5
PTP1_YEAST,3,1,2
TM14D_HUMAN,1,0,1
CARD9_HUMAN,32,5,5
PRS55_HUMAN,3,1,4
PHO91_YEAST,5,2,3
PMEL_HUMAN,3,1,10
CHLE_HUMAN,12,8,6
LYAM2_HUMAN,16,5,8
WNT2B_HUMAN,14,2,4
STK19_HUMAN,2,3,3
AP1B1_HUMAN,8,2,10
WASH3_HUMAN,9,3,10
NMDE4_HUMAN,17,7,8
YI025_HUMAN,0,0,1
FKB1A_HUMAN,21,10,9
SNX4_HUMAN,4,6,9
LEG9C_HUMAN,3,2,2
GCP6_HUMAN,5,2,8
EDA_HUMAN,17,5,9
MAFK_HUMAN,2,6,4
KTR6_YEAST,6,2,4
JAM1_HUMAN,21,5,7
LRP5L_HUMAN,0,0,0
UN93A_HUMAN,0,0,2
F187A_HUMAN,0,0,1
FAT3_HUMAN,7,1,2
VATC_YEAST,4,2,5
TEKT5_HUMAN,3,0,4
AROG_YEAST,3,1,2
UBR1_YEAST,11,4,4
DAZ4_HUMAN,4,2,3
GOPC_HUMAN,6,3,11
DAD3_YEAST,6,0,4
GYP3_YEAST,7,1,11
HIG2A_HUMAN,2,0,2
TV23C_HUMAN,2,0,1
PLPP3_HUMAN,23,4,11
BUD23_YEAST,3,1,4
MSLN_HUMAN,2,0,7
NHP2_HUMAN,4,3,7
CREST_HUMAN,5,1,5
ESC1_YEAST,2,0,2
EF1G_HUMAN,2,2,5
LV743_HUMAN,2,1,4
LAC1_YEAST,1,1,4
CLTR2_HUMAN,2,3,1
ENDOU_HUMAN,5,8,4
IASPP_HUMAN,13,3,5
TRI60_HUMAN,2,3,2
MARH9_HUMAN,1,2,4
SPT20_YEAST,3,1,3
ATG40_YEAST,2,1,4
AVT7_YEAST,3,7,4
AQP7B_HUMAN,2,3,2
CTR1_HUMAN,11,7,6
WEE1_HUMAN,9,4,4
RHO4_YEAST,7,3,6
DCR1C_HUMAN,7,5,3
BTG4_HUMAN,4,0,2
CF119_HUMAN,0,0,3
PANX3_HUMAN,4,4,3
RELN_HUMAN,49,5,8
ODFP4_HUMAN,2,0,1
ZFY26_HUMAN,5,3,6
LZTS2_HUMAN,11,0,6
MLH3_YEAST,3,4,3
RDH11_HUMAN,5,5,2
BARX2_HUMAN,7,6,7
KANTR_HUMAN,0,0,1
U17LD_HUMAN,3,1,3
RBL2B_HUMAN,3,2,5
ASCC3_YEAST,6,5,3
HSP77_YEAST,12,8,7
TAFA5_HUMAN,4,3,2
CDHR2_HUMAN,8,2,8
RN19B_HUMAN,5,4,6
CGB2_HUMAN,1,1,2
PDR17_YEAST,9,1,6
GNAT1_HUMAN,21,8,12
ZN547_HUMAN,1,3,1
KDM3B_HUMAN,1,6,3
SYWC_HUMAN,8,6,5
TF7L2_HUMAN,26,12,8
NPIB3_HUMAN,0,0,2
SERA_HUMAN,13,4,2
UBP27_HUMAN,9,4,2
ABC3D_HUMAN,6,3,3
CO4A4_HUMAN,1,3,6
PRIO_HUMAN,40,20,17
K1C40_HUMAN,2,1,3
E2F2_HUMAN,8,9,4
LMTD1_HUMAN,1,0,3
NOP56_HUMAN,2,4,9
FXDC2_HUMAN,3,2,2
INSM1_HUMAN,21,8,3
GFD1_YEAST,2,1,3
5MP1_HUMAN,1,1,2
LRWD1_HUMAN,3,3,10
TMLH_HUMAN,2,2,2
IRX1_HUMAN,8,5,2
MSMO1_HUMAN,4,2,4
PTN13_HUMAN,6,2,10
IMPX_YEAST,1,1,1
T2R39_HUMAN,1,2,2
EMX1_HUMAN,15,3,5
PCDA1_HUMAN,3,1,3
PCDA3_HUMAN,3,1,1
IF1AX_HUMAN,2,4,5
MRES1_HUMAN,2,3,2
KCNK3_HUMAN,11,6,2
MYL6_HUMAN,3,4,8
CCD32_HUMAN,3,0,1
ZNRF2_HUMAN,3,2,13
VTC3_YEAST,7,2,7
NOMO1_HUMAN,1,2,3
CDV3_HUMAN,0,0,3
SEGN_HUMAN,2,1,8
BLVRB_HUMAN,3,6,6
HECAM_HUMAN,3,0,4
CTL5_HUMAN,3,3,2
REG3A_HUMAN,13,6,3
PRA22_HUMAN,4,0,1
FGFR1_HUMAN,68,9,9
YFF1_YEAST,0,0,2
MBI2_YEAST,4,4,2
VRP1_YEAST,5,1,4
NEM1_YEAST,5,2,7
CP1B1_HUMAN,56,8,3
WAC2C_HUMAN,8,9,8
GLYL1_HUMAN,1,2,1
G137C_HUMAN,1,0,1
YD182_YEAST,0,0,1
SAC1_YEAST,3,3,9
SOX30_HUMAN,7,6,7
SYIM_YEAST,2,4,2
PDPK1_HUMAN,32,7,8
YM057_YEAST,0,0,1
I15RA_HUMAN,7,3,8
CFA58_HUMAN,7,0,6
TMOD3_HUMAN,7,3,4
STMN2_HUMAN,9,2,10
CAN2_HUMAN,20,6,20
NOX3_HUMAN,5,4,4
PDGFB_HUMAN,53,9,11
DKC1_HUMAN,14,5,9
FDSCP_HUMAN,0,0,1
CEA16_HUMAN,1,1,2
TACC3_HUMAN,8,0,6
EP400_HUMAN,6,7,5
SDHF1_YEAST,2,0,2
PTBP1_HUMAN,11,4,5
DE10B_HUMAN,2,2,1
SFT2_YEAST,2,0,3
RTL1_HUMAN,0,0,1
UTP5_YEAST,3,0,5
GAP1_YEAST,3,5,8
MAL2_HUMAN,1,1,8
O2AT4_HUMAN,2,2,1
TSYL5_HUMAN,5,2,2
SIM42_HUMAN,0,0,1
KR124_HUMAN,0,0,2
PLPP6_HUMAN,9,7,5
RT102_YEAST,5,1,4
MAGB1_HUMAN,1,0,1
NXPE2_HUMAN,0,0,1
YHS2_YEAST,4,0,4
ART3_YEAST,0,0,0
DZIP1_HUMAN,15,3,11
ZN608_HUMAN,2,1,1
GPR21_HUMAN,4,1,1
HMN1_HUMAN,1,1,2
SRP14_YEAST,3,2,2
LV949_HUMAN,2,0,3
HXKG_YEAST,7,4,3
DOCK1_HUMAN,10,4,8
ADPPT_HUMAN,4,2,2
CNGA2_HUMAN,5,7,5
TEF_HUMAN,2,6,2
YIQ6_YEAST,5,4,3
PALS1_HUMAN,12,3,15
PRGC1_HUMAN,33,12,5
EPHB6_HUMAN,3,4,4
YK100_YEAST,0,0,0
ATPO_YEAST,2,1,3
YPR36_YEAST,0,0,0
MA7D1_HUMAN,1,0,3
MIAC_HUMAN,2,0,0
YBG5_YEAST,0,0,0
FYV8_YEAST,0,0,2
MIRO2_HUMAN,5,3,3
NTAQ1_HUMAN,1,2,2
APT1_YEAST,3,4,2
GAB4_HUMAN,1,1,1
CATB_HUMAN,10,5,12
CAZA3_HUMAN,5,1,6
ITK_HUMAN,11,3,4
YEY6_YEAST,1,0,3
CEIP2_HUMAN,3,4,6
HSP30_YEAST,0,0,2
SNX5_HUMAN,8,7,13
ADCY9_HUMAN,6,3,5
PIHD1_HUMAN,12,5,7
RSPO3_HUMAN,8,3,1
KHNYN_HUMAN,0,2,2
HXT17_YEAST,4,4,3
CF107_HUMAN,1,0,3
RIMC1_HUMAN,1,0,2
MIGA2_HUMAN,2,2,3
CIAO1_HUMAN,5,0,3
ATP11_YEAST,2,1,2
YB92_YEAST,1,3,2
FACE2_HUMAN,3,4,4
MTCL1_HUMAN,6,3,11
SUFU_HUMAN,18,3,7
VID28_YEAST,4,0,4
ZN436_HUMAN,1,3,3
RFC5_YEAST,7,3,5
SGSM2_HUMAN,2,2,2
KICS2_HUMAN,4,0,4
DMB_HUMAN,8,2,4
TM87A_HUMAN,3,0,6
ID4_HUMAN,23,3,3
NENF_HUMAN,3,2,5
PGM2_HUMAN,4,3,5
KU80_YEAST,9,7,2
DUX4_HUMAN,5,6,7
LV539_HUMAN,2,0,3
OSB11_HUMAN,3,1,5
YG2Z_YEAST,0,0,1
ZBT16_HUMAN,28,10,8
ZEB1_HUMAN,24,7,4
TIA1_HUMAN,10,4,7
YO335_YEAST,0,0,0
ZN716_HUMAN,1,3,1
SC5A9_HUMAN,1,2,2
TBA4A_HUMAN,2,5,7
NOSIP_HUMAN,3,3,5
RSLAB_HUMAN,2,2,1
CCND2_HUMAN,10,3,10
SEH1_HUMAN,13,1,8
ATC7_YEAST,6,8,7
S10AD_HUMAN,6,8,9
ARRS_HUMAN,3,4,4
ELAV2_HUMAN,1,2,1
F200B_HUMAN,0,0,0
EAF6_YEAST,3,0,5
DNJB6_HUMAN,14,8,7
TSN10_HUMAN,1,1,1
QSOX2_HUMAN,1,2,6
SAT1_HUMAN,4,4,1
TAOK3_HUMAN,12,6,2
ZN672_HUMAN,1,3,2
CLC2L_HUMAN,0,1,1
GCP4_HUMAN,6,2,10
ZN432_HUMAN,2,5,2
NPHP3_HUMAN,24,0,5
YEH2_YEAST,3,1,3
TBX20_HUMAN,40,6,3
EPHX3_HUMAN,2,2,3
ME3L2_HUMAN,6,2,1
PUG1_YEAST,1,0,1
MP2K3_HUMAN,20,6,4
CATL3_HUMAN,0,0,0
MST27_YEAST,4,0,6
UTRN_HUMAN,5,5,13
NCOA2_HUMAN,14,9,8
HPSE_HUMAN,15,3,11
Z780A_HUMAN,1,3,1
PDCD2_HUMAN,5,3,3
DHR13_HUMAN,0,1,2
CWC27_YEAST,3,1,3
GEA2_YEAST,7,1,3
EPC2_HUMAN,8,0,4
CNOT6_HUMAN,6,5,5
SNG2_HUMAN,2,0,5
YIR4_YEAST,0,0,0
UBR2_YEAST,6,3,4
CHD2_HUMAN,5,9,2
PAPOA_HUMAN,3,5,3
TCO2_HUMAN,2,3,5
PELS1_YEAST,1,0,2
DOC11_HUMAN,5,2,1
MEIKN_HUMAN,5,0,2
ZNF28_HUMAN,1,3,1
ZN837_HUMAN,1,4,1
SOX7_HUMAN,7,6,4
ZN703_HUMAN,13,2,5
PPAC_HUMAN,1,3,5
RGCC_HUMAN,26,3,6
ZN574_HUMAN,1,3,1
DUS21_HUMAN,2,3,6
MGT5B_HUMAN,2,2,2
CLD23_HUMAN,3,2,2
ZN677_HUMAN,1,3,1
MRH4_YEAST,3,4,3
CUE4_YEAST,0,1,2
DCAF6_HUMAN,2,1,6
YD177_YEAST,2,0,1
PRP4_HUMAN,4,2,9
S10A2_HUMAN,1,4,0
LIRA6_HUMAN,3,0,1
RM12_HUMAN,4,3,4
ZNFX1_HUMAN,6,3,3
LRRN4_HUMAN,2,0,2
AIM14_YEAST,3,2,3
MTUS2_HUMAN,0,2,5
RHG01_HUMAN,6,4,5
GPDA_HUMAN,9,5,2
CALRL_HUMAN,13,5,7
TARA_HUMAN,6,4,8
TXK_HUMAN,9,2,6
SNF6_YEAST,6,1,4
DMD_HUMAN,28,8,18
LOXE3_HUMAN,11,6,1
DTX3_HUMAN,2,2,1
POC1A_HUMAN,1,0,5
ZN688_HUMAN,0,3,1
HV335_HUMAN,1,1,3
SOX11_HUMAN,40,5,4
CENPP_YEAST,7,0,3
AIF1_YEAST,3,3,4
PLD3B_HUMAN,1,1,2
PLRG1_HUMAN,3,0,9
KLHL8_HUMAN,2,0,2
LST8_YEAST,9,1,8
MAPK5_HUMAN,11,10,6
COQ9_HUMAN,2,2,3
YT001_HUMAN,0,0,0
PCLI1_HUMAN,20,0,1
DDX24_HUMAN,1,4,2
S36A1_HUMAN,10,8,5
STX1B_HUMAN,18,4,14
DRC5_HUMAN,2,0,3
HV461_HUMAN,1,1,3
RMXL3_HUMAN,1,2,1
YO282_YEAST,0,0,1
GG12G_HUMAN,0,0,0
SIRPD_HUMAN,0,0,2
MIC27_HUMAN,2,0,8
AIM20_YEAST,0,0,4
AVR2A_HUMAN,24,13,6
PP2B2_YEAST,7,4,2
KLDC4_HUMAN,0,0,0
LNX2_HUMAN,2,4,1
FRIH_HUMAN,7,6,11
TRM5_YEAST,3,2,4
ARK1_YEAST,4,5,3
DMWD_HUMAN,0,1,4
STAT6_HUMAN,20,8,6
HAT2_YEAST,4,1,6
SUMO3_HUMAN,3,2,5
YJB6_YEAST,0,0,1
OR1I1_HUMAN,1,2,1
IFNA8_HUMAN,11,3,2
RS26L_HUMAN,1,2,1
ZN470_HUMAN,1,3,3
TRABD_HUMAN,0,0,1
TMOD2_HUMAN,8,2,4
EIF1_HUMAN,3,4,5
ATR_YEAST,12,5,4
SEN2_HUMAN,3,3,5
RL30_YEAST,3,3,3
PM2P5_HUMAN,1,2,1
FMO5_HUMAN,4,7,3
GP183_HUMAN,15,2,1
ANR46_HUMAN,0,0,1
YD286_HUMAN,0,0,0
CI106_HUMAN,0,0,0
NCOA1_HUMAN,27,10,8
PYRX_YEAST,4,1,1
TEX38_HUMAN,0,0,1
TLCD5_HUMAN,0,0,1
GL6D1_HUMAN,2,2,3
MS4A7_HUMAN,1,0,2
UBFD1_HUMAN,0,2,0
AVIL_HUMAN,9,4,8
PDE6A_HUMAN,3,5,3
MISP_HUMAN,7,1,6
DIK2A_HUMAN,4,0,3
FRY_HUMAN,3,1,4
ADT3_HUMAN,4,1,5
ARMT1_YEAST,1,4,2
NBL1_YEAST,4,1,4
NPIB8_HUMAN,0,0,0
PF21B_HUMAN,0,1,0
YJG7_YEAST,0,0,1
SPOP_HUMAN,3,3,5
YD050_YEAST,0,0,1
IDH3A_HUMAN,3,3,4
RSPH9_HUMAN,6,0,8
ZWINT_YEAST,3,0,7
GDNF_HUMAN,37,6,3
SPT13_HUMAN,5,2,8
CPLX2_HUMAN,9,3,11
YNE0_YEAST,4,5,1
NLRP9_HUMAN,5,1,2
T150C_HUMAN,2,1,2
KLK14_HUMAN,6,1,3
OASL_HUMAN,6,5,5
GDF10_HUMAN,9,2,2
FA47B_HUMAN,0,0,0
NDF4_HUMAN,10,3,2
MPZL2_HUMAN,3,0,2
TDGF1_HUMAN,26,4,8
DDTL_HUMAN,0,2,3
NU133_HUMAN,11,1,7
KLD7A_HUMAN,0,0,1
CYB_YEAST,3,2,4
SIN1_HUMAN,9,8,7
NPNT_HUMAN,17,2,6
WBP1_HUMAN,0,1,0
KRA48_HUMAN,1,0,2
K1C20_HUMAN,5,1,5
CARM1_HUMAN,11,13,5
GLN3_YEAST,4,5,2
RAE1L_HUMAN,7,3,7
REXO3_YEAST,3,4,2
VPK25_HUMAN,2,2,0
SIA8E_HUMAN,5,2,1
ROA0_HUMAN,4,4,4
ANFB_HUMAN,17,4,4
TM134_HUMAN,0,0,3
YE050_YEAST,0,0,1
EP300_HUMAN,58,38,8
RN128_HUMAN,6,2,8
CEL_HUMAN,4,7,4
ICT1_YEAST,3,3,2
CHSS1_HUMAN,8,3,4
RSC30_YEAST,6,4,3
GCKR_HUMAN,8,6,4
NB5R1_HUMAN,2,2,7
MSD2_HUMAN,0,0,0
RIC8A_HUMAN,8,3,2
THOC5_HUMAN,5,1,6
IF5A1_HUMAN,7,4,7
PHF11_HUMAN,0,1,3
SLX1_HUMAN,8,3,2
DPH2_HUMAN,1,3,2
F231L_HUMAN,0,0,0
TIP41_YEAST,3,0,3
NOP4_YEAST,2,3,2
KLH35_HUMAN,0,0,0
VIPR1_HUMAN,5,3,2
RPB1_HUMAN,4,12,5
SYNPR_HUMAN,0,0,2
FOXD4_HUMAN,3,5,2
DEF4_HUMAN,12,1,6
NGK1_YEAST,8,6,2
ACTBM_HUMAN,2,3,9
YG2U_YEAST,0,0,0
IGHE_HUMAN,18,2,6
SMP1_YEAST,2,5,2
CDIN1_HUMAN,1,0,2
YL053_YEAST,2,3,1
MGMT_HUMAN,6,5,3
NKAI3_HUMAN,1,0,1
DS13B_HUMAN,5,5,1
MIEAP_HUMAN,4,3,5
YO075_YEAST,1,4,3
CLU_YEAST,1,2,2
PDR11_YEAST,1,4,2
KT3K_HUMAN,2,3,1
MK10_HUMAN,8,4,6
JIP4_HUMAN,9,5,7
SPG5_YEAST,1,1,0
FOXNB_HUMAN,0,0,1
YL14A_YEAST,1,1,1
SH2D6_HUMAN,2,0,1
TRGV5_HUMAN,2,0,2
KVD24_HUMAN,2,0,3
C163A_HUMAN,1,2,5
SPA12_HUMAN,10,2,2
TVB56_HUMAN,2,0,2
O10H4_HUMAN,1,2,1
CC134_HUMAN,6,0,6
INF2_HUMAN,2,2,2
SEBOX_HUMAN,3,2,1
HEMH_YEAST,1,1,2
YI047_YEAST,0,0,0
INSL6_HUMAN,0,1,1
ZCHC3_HUMAN,7,3,1
RPAB5_YEAST,14,3,5
YA066_YEAST,0,0,2
PABP1_HUMAN,11,6,13
TMPS6_HUMAN,11,2,2
MF14A_HUMAN,3,1,1
PAL4C_HUMAN,2,2,1
PIGZ_HUMAN,2,2,2
EOLA2_HUMAN,0,0,1
DAPK3_HUMAN,21,9,5
YGL8_YEAST,0,0,0
CCW14_YEAST,1,1,5
KOG1_YEAST,8,2,6
T53G5_HUMAN,2,0,4
RABP1_HUMAN,2,5,2
ZAN_HUMAN,2,0,3
CBF3C_YEAST,2,1,2
KEX2_YEAST,2,2,3
QCR6_YEAST,4,0,5
PHOP1_HUMAN,4,5,3
CCD47_HUMAN,7,4,6
T22D1_HUMAN,9,2,5
FGF16_HUMAN,11,2,3
YJ27A_YEAST,0,0,0
YD022_YEAST,0,0,1
KLF14_HUMAN,3,6,2
MALX4_YEAST,3,5,0
ROM2_YEAST,5,2,5
ZN266_HUMAN,1,3,1
PCDGI_HUMAN,3,1,1
OLIG3_HUMAN,6,4,2
BTG3_HUMAN,2,0,2
F246B_HUMAN,0,0,0
TMM94_HUMAN,2,1,1
YOR76_YEAST,0,0,1
TSYL6_HUMAN,1,2,2
YF034_YEAST,0,0,0
O13C3_HUMAN,1,2,1
PR40B_HUMAN,2,1,3
ABC3F_HUMAN,12,4,5
DUS19_HUMAN,8,8,1
O5AN1_HUMAN,2,3,2
RIPK1_HUMAN,48,13,8
CB074_HUMAN,0,0,1
ERR1_YEAST,1,2,1
RN111_HUMAN,7,4,6
JERKY_HUMAN,1,2,3
TCFL5_HUMAN,7,7,3
PYRG2_HUMAN,5,3,4
ATM1_YEAST,6,4,2
RUN3A_HUMAN,2,1,1
LARP6_HUMAN,3,5,3
CHERP_HUMAN,6,2,5
YB56A_YEAST,0,0,1
RN215_HUMAN,1,2,2
CGAT2_HUMAN,6,4,3
YD206_YEAST,3,1,4
YH54B_YEAST,0,0,0
UBP2_YEAST,7,2,3
SHPS1_HUMAN,30,7,6
MDGA1_HUMAN,9,0,9
STBD1_HUMAN,4,5,9
SRGP3_HUMAN,3,1,3
S26A6_HUMAN,23,14,12
GSDMA_HUMAN,3,4,4
RPP29_HUMAN,2,2,5
NACA2_HUMAN,2,1,3
PPAL_HUMAN,1,1,5
Z385B_HUMAN,1,3,1
LRRF1_HUMAN,2,7,5
SHD_HUMAN,0,1,0
CAD11_HUMAN,15,3,8
IF4G3_HUMAN,4,5,3
KR202_HUMAN,0,0,2
TRML1_HUMAN,3,0,7
NSE4_YEAST,5,0,3
TBC3H_HUMAN,0,1,1
SHOT1_HUMAN,12,4,12
PMGE_HUMAN,10,3,2
GALA_HUMAN,16,6,4
HHAT_HUMAN,2,3,4
LV321_HUMAN,2,1,6
MYH13_HUMAN,2,4,6
SL9B1_HUMAN,5,1,2
SLD5_YEAST,3,0,6
GO45_HUMAN,2,2,6
RBM4B_HUMAN,6,2,5
BAIP2_HUMAN,16,7,23
SIZ2_YEAST,3,4,3
FBX34_HUMAN,0,0,0
DGKD_HUMAN,13,8,6
SFPQ_HUMAN,15,6,8
OR7AH_HUMAN,1,2,1
GA45A_HUMAN,17,4,4
ATG4C_HUMAN,9,3,1
AQP7_HUMAN,2,3,7
PHX2B_HUMAN,35,5,2
BHE41_HUMAN,8,11,2
DSRAD_HUMAN,25,6,8
PEX5R_HUMAN,2,3,3
DB113_HUMAN,2,0,1
FS2P1_HUMAN,2,2,1
AGRL2_HUMAN,3,3,2
APTH1_YEAST,1,2,2
TM127_HUMAN,4,1,4
PLXA3_HUMAN,18,1,2
MLX_HUMAN,5,11,6
TAN1_YEAST,1,2,2
SWC3_YEAST,3,1,4
S100P_HUMAN,1,6,7
YO21B_YEAST,5,8,2
SIAS_HUMAN,4,2,3
CCN5_HUMAN,4,2,3
APMAP_HUMAN,1,2,2
STU1_YEAST,4,3,8
THTR_HUMAN,5,3,3
SYT17_HUMAN,4,5,5
MEA1_HUMAN,3,0,1
GPR6_HUMAN,4,2,2
RLA1_HUMAN,3,3,5
PH4H_HUMAN,4,2,1
ITIH6_HUMAN,2,1,1
ANR12_HUMAN,0,0,2
DGKQ_HUMAN,24,8,13
CCL7_HUMAN,15,5,2
GLTL5_HUMAN,1,1,2
IZUM3_HUMAN,0,1,1
O52L1_HUMAN,0,2,1
GPR35_HUMAN,8,2,1
