Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
DUS8_MOUSE,1,14,2
OTP_MOUSE,7,2,2
PTGDS_MOUSE,6,3,7
NET1_MOUSE,24,0,10
SEM4D_MOUSE,21,4,5
EPHA8_MOUSE,12,21,3
NF2IP_MOUSE,1,0,2
GSTO1_MOUSE,4,4,2
MA2B1_MOUSE,4,3,3
FUT1_MOUSE,11,3,2
CASQ2_MOUSE,8,2,4
SODE_MOUSE,3,2,3
CASQ1_MOUSE,12,2,8
RL21_MOUSE,1,1,7
GSH0_MOUSE,22,3,1
HGD_MOUSE,3,3,0
AMACR_MOUSE,3,1,3
MAL_MOUSE,5,1,7
HOP2_MOUSE,2,2,1
CLD4_MOUSE,6,3,9
PTGIS_MOUSE,13,6,6
KLOT_MOUSE,11,3,3
PLCA_MOUSE,2,1,2
CP27B_MOUSE,16,4,2
ARX_MOUSE,18,5,1
CNIH2_MOUSE,5,1,7
M3K5_MOUSE,26,9,3
KCNK3_MOUSE,9,6,1
SCRB2_MOUSE,7,8,4
GFRA3_MOUSE,6,3,2
LRC23_MOUSE,2,0,3
ATN1_MOUSE,11,3,6
PHB2_MOUSE,26,4,15
NEP1_MOUSE,4,3,4
RPA1_MOUSE,1,13,4
NCAM2_MOUSE,2,1,4
ALX4_MOUSE,16,5,3
ATIF1_MOUSE,11,6,3
TERF2_MOUSE,17,7,7
ZNT4_MOUSE,4,3,3
PITX3_MOUSE,18,2,2
CELR1_MOUSE,19,2,3
KCNS1_MOUSE,3,2,3
KCNS2_MOUSE,3,2,3
CASL_MOUSE,15,1,12
NRG3_MOUSE,10,3,4
SMAD6_MOUSE,30,12,6
BHE40_MOUSE,5,10,4
X3CL1_MOUSE,30,5,6
COFA1_MOUSE,1,0,4
CENPA_MOUSE,6,3,6
KCNH2_MOUSE,4,2,4
PSMD4_MOUSE,0,1,3
ADAM7_MOUSE,5,2,2
KIFC3_MOUSE,5,3,6
TNF11_MOUSE,38,5,3
PKD2_MOUSE,53,18,22
EXOC7_MOUSE,7,2,6
SMAD7_MOUSE,29,10,9
E2F3_MOUSE,7,5,1
CHK1_MOUSE,22,25,9
BATF_MOUSE,12,4,4
DHX15_MOUSE,8,9,4
PURB_MOUSE,4,11,2
AOAH_MOUSE,4,2,2
VACHT_MOUSE,5,2,5
TNR11_MOUSE,20,3,4
NMI_MOUSE,15,1,6
HS3S1_MOUSE,2,1,2
SC6A6_MOUSE,5,4,6
PBX3_MOUSE,6,3,2
SH21B_MOUSE,11,2,0
IMA3_MOUSE,2,1,4
IMA7_MOUSE,9,1,4
CAN1_MOUSE,5,2,6
NRP2_MOUSE,24,4,4
MRP1_MOUSE,20,11,5
AN32A_MOUSE,0,0,5
EXOC4_MOUSE,6,1,8
PPE2_MOUSE,3,16,0
PAHX_MOUSE,5,4,4
HAX1_MOUSE,8,2,15
EFNB3_MOUSE,9,1,4
ST2B1_MOUSE,2,2,3
PLD3_MOUSE,4,2,6
FOLH1_MOUSE,2,7,3
AGT1_MOUSE,11,5,4
BOK_MOUSE,21,6,10
XBP1_MOUSE,68,14,6
PYRD_MOUSE,3,3,4
TCF21_MOUSE,28,7,3
RNF5_MOUSE,9,5,4
PRRT1_MOUSE,8,1,3
ATF6B_MOUSE,4,2,7
O35452_MOUSE,7,2,4
HEPS_MOUSE,20,3,8
CLCN6_MOUSE,1,3,1
CCRL2_MOUSE,2,2,1
SEM6A_MOUSE,7,3,3
FKBP8_MOUSE,17,6,6
WNT9B_MOUSE,30,3,2
C1D_MOUSE,3,4,4
AZIN1_MOUSE,4,2,1
S27A2_MOUSE,9,11,7
CLK2_MOUSE,6,7,2
CLK3_MOUSE,1,7,2
CLK4_MOUSE,1,7,1
CDK14_MOUSE,4,6,7
NOTC2_MOUSE,48,6,8
STX1A_MOUSE,15,6,11
EAA4_MOUSE,6,5,6
RABE1_MOUSE,7,4,6
FGF10_MOUSE,123,4,5
CD151_MOUSE,5,1,3
PSDE_MOUSE,6,5,4
IFT81_MOUSE,7,1,8
PTC2_MOUSE,7,3,1
ADA10_MOUSE,26,10,18
OPSG_MOUSE,2,3,2
ABCA4_MOUSE,6,12,5
FYB1_MOUSE,2,2,5
NPC1_MOUSE,32,2,13
BMPR2_MOUSE,49,13,13
ANGP2_MOUSE,26,5,2
DAXX_MOUSE,19,6,6
FOG1_MOUSE,25,4,3
MDM4_MOUSE,12,1,1
PMM1_MOUSE,3,2,3
FGF15_MOUSE,13,2,1
AXIN1_MOUSE,33,10,13
NR1I3_MOUSE,3,5,5
HYAL2_MOUSE,32,8,13
VIAAT_MOUSE,5,3,14
STAG2_MOUSE,5,1,4
ANXA3_MOUSE,10,4,7
AP1B1_MOUSE,8,2,7
CAN6_MOUSE,3,2,3
CETN3_MOUSE,3,3,9
PPE1_MOUSE,1,13,0
NEUR1_MOUSE,2,1,6
C1QBP_MOUSE,25,8,7
GLP1R_MOUSE,11,3,1
INAR2_MOUSE,5,1,3
HAP1_MOUSE,20,2,15
ITBP1_MOUSE,38,4,11
ADA19_MOUSE,5,3,4
MGLL_MOUSE,12,1,8
SYT3_MOUSE,3,5,3
NUDC_MOUSE,5,0,5
PHX2B_MOUSE,35,3,3
SIA8B_MOUSE,9,2,7
MATN3_MOUSE,2,1,4
SPTC1_MOUSE,9,2,2
NOCT_MOUSE,12,5,5
TNR18_MOUSE,3,1,2
SOCS1_MOUSE,16,3,4
SOCS2_MOUSE,13,4,2
SOCS3_MOUSE,13,3,2
RA51B_MOUSE,6,6,2
CP4AE_MOUSE,1,4,1
RING1_MOUSE,6,4,6
CFLAR_MOUSE,16,2,1
KLF12_MOUSE,3,6,2
KLF9_MOUSE,7,5,1
CITE2_MOUSE,69,8,6
CHIL3_MOUSE,4,4,5
BCAT2_MOUSE,11,4,2
CSN5_MOUSE,10,5,8
SATT_MOUSE,6,10,6
ASCL2_MOUSE,19,7,2
DSG3_MOUSE,9,2,7
CCL25_MOUSE,5,2,1
PK3CD_MOUSE,13,4,1
SPIB_MOUSE,4,2,2
BNC1_MOUSE,8,2,4
CD5R2_MOUSE,6,4,5
CTND2_MOUSE,4,0,5
REM1_MOUSE,2,4,2
GP1BA_MOUSE,9,0,5
ALOX8_MOUSE,15,7,5
NEK2_MOUSE,12,25,10
FRDA_MOUSE,22,5,3
AL1A7_MOUSE,3,4,1
ELOV3_MOUSE,7,1,2
PITM1_MOUSE,1,7,7
PSB10_MOUSE,3,1,5
RB33B_MOUSE,9,2,3
GAMT_MOUSE,5,1,2
PER1_MOUSE,18,6,3
NAR2B_MOUSE,1,5,3
NTH_MOUSE,3,8,2
SDC4_MOUSE,10,4,6
CCR6_MOUSE,15,2,6
EDA_MOUSE,18,4,6
NKG2D_MOUSE,12,5,3
PIAS3_MOUSE,8,2,6
CAVN1_MOUSE,5,2,7
MMP15_MOUSE,3,2,2
FOXF2_MOUSE,10,5,3
CRX_MOUSE,6,7,4
O54752_MOUSE,63,1,3
AOXA_MOUSE,2,8,1
AP3D1_MOUSE,23,0,12
CCN4_MOUSE,15,0,3
SRPK2_MOUSE,14,25,5
DAPK3_MOUSE,13,27,7
LIMK2_MOUSE,9,25,6
DFFA_MOUSE,6,3,5
DFFB_MOUSE,3,6,6
MAFG_MOUSE,6,4,2
AQP7_MOUSE,3,3,3
NMBR_MOUSE,6,1,2
P2RX6_MOUSE,1,4,9
CHKA_MOUSE,4,9,2
IL16_MOUSE,7,2,7
BYST_MOUSE,5,0,5
AT10A_MOUSE,1,6,3
RGS9_MOUSE,12,1,5
RGS7_MOUSE,5,2,10
CSK22_MOUSE,7,24,3
RHG06_MOUSE,6,2,2
EOMES_MOUSE,32,9,3
CXD2_MOUSE,4,0,3
TSSK2_MOUSE,4,25,3
SUV91_MOUSE,22,7,8
HMGB3_MOUSE,4,4,3
TYOBP_MOUSE,29,3,2
ITB3_MOUSE,56,15,25
OX2G_MOUSE,4,1,4
B3GT1_MOUSE,4,2,1
B3GT2_MOUSE,3,2,1
TNF12_MOUSE,6,2,4
DKK1_MOUSE,37,3,3
RDH16_MOUSE,4,5,3
NR1I2_MOUSE,7,5,3
REPS1_MOUSE,0,2,4
E2F6_MOUSE,1,6,4
B2L11_MOUSE,38,3,5
SIVA_MOUSE,1,4,2
SOCS5_MOUSE,16,3,1
AKAP2_MOUSE,4,1,2
BNIP2_MOUSE,7,0,7
SMCE1_MOUSE,14,4,10
CLD5_MOUSE,16,2,9
PER2_MOUSE,23,12,6
DNJB6_MOUSE,11,5,6
NLK_MOUSE,11,10,2
AAKG1_MOUSE,4,6,4
SEM6B_MOUSE,3,1,1
LAT_MOUSE,15,2,5
BAF_MOUSE,10,3,5
RNF13_MOUSE,3,4,7
ACK1_MOUSE,4,29,14
MTG16_MOUSE,9,3,3
KCNU1_MOUSE,5,1,4
GET3_MOUSE,2,4,4
SLK_MOUSE,6,24,3
PROM1_MOUSE,2,0,14
CNTP1_MOUSE,20,1,7
MAPK5_MOUSE,8,26,6
FKBP7_MOUSE,0,3,2
BNIP3_MOUSE,44,5,10
TPPC3_MOUSE,4,0,7
CAC1B_MOUSE,9,4,5
PGRC1_MOUSE,3,4,3
IMPA1_MOUSE,3,6,1
ENTP2_MOUSE,3,3,2
BCKD_MOUSE,2,7,3
COPB2_MOUSE,3,1,4
NCK2_MOUSE,15,3,5
CXL13_MOUSE,15,7,2
SYUA_MOUSE,64,20,20
TLK2_MOUSE,9,23,4
TRDMT_MOUSE,3,3,1
DNSL3_MOUSE,6,3,3
AKA7A_MOUSE,3,2,3
PTN20_MOUSE,0,3,4
MEF2B_MOUSE,2,5,1
IMPCT_MOUSE,8,3,2
STK10_MOUSE,3,24,1
SNG1_MOUSE,7,0,4
BL1S1_MOUSE,10,1,9
PRAX_MOUSE,5,0,6
DSG2_MOUSE,8,2,5
AFF2_MOUSE,7,1,2
MMP10_MOUSE,3,2,2
CP26A_MOUSE,8,6,1
SAP18_MOUSE,6,1,6
SEPT7_MOUSE,10,1,22
PCD12_MOUSE,4,1,3
IF6_MOUSE,11,3,6
ACOT1_MOUSE,2,2,3
RL35A_MOUSE,5,1,8
AT2A2_MOUSE,21,9,6
TLX3_MOUSE,8,2,2
PJA1_MOUSE,1,2,1
STC1_MOUSE,18,2,4
CD59A_MOUSE,7,0,3
CBX4_MOUSE,3,9,6
DMP1_MOUSE,5,1,4
SC6A2_MOUSE,6,9,3
SPT5H_MOUSE,7,3,1
LDB2_MOUSE,7,2,6
FIGLA_MOUSE,2,5,2
ILK_MOUSE,26,5,10
OTOG_MOUSE,6,2,4
CHKB_MOUSE,3,3,0
RA51D_MOUSE,9,7,6
CER1_MOUSE,17,4,2
PSB5_MOUSE,3,2,5
MCE1_MOUSE,1,7,1
CD70_MOUSE,8,2,1
NNMT_MOUSE,6,1,1
RDH5_MOUSE,4,5,3
OREX_MOUSE,14,3,4
SGMR1_MOUSE,5,3,12
AURKB_MOUSE,27,24,13
NINJ1_MOUSE,22,4,4
DHX9_MOUSE,35,35,14
MMP8_MOUSE,8,6,2
NCF2_MOUSE,5,2,4
TESK1_MOUSE,10,9,5
DPM1_MOUSE,8,5,4
TOP3A_MOUSE,5,3,5
PI51C_MOUSE,9,3,9
FCN1_MOUSE,5,4,3
STMN3_MOUSE,6,1,4
P3C2G_MOUSE,2,4,1
PI42A_MOUSE,7,4,7
ACHA4_MOUSE,17,3,7
PACA_MOUSE,38,6,3
ATF5_MOUSE,16,8,6
EIF3D_MOUSE,5,2,5
AIF1_MOUSE,22,2,10
BIRC5_MOUSE,26,6,13
ATP9A_MOUSE,5,4,7
GFI1B_MOUSE,2,2,1
PGAM2_MOUSE,7,5,1
MPZL2_MOUSE,2,0,1
SGCE_MOUSE,0,0,6
LNX1_MOUSE,3,4,3
TP4A2_MOUSE,0,4,3
TPST1_MOUSE,1,2,3
WNT2B_MOUSE,12,1,2
GRK6_MOUSE,1,4,1
MB211_MOUSE,4,3,1
CIDEA_MOUSE,14,3,6
CIDEB_MOUSE,8,4,8
ATX2_MOUSE,5,1,2
TBX15_MOUSE,4,3,2
ITB5_MOUSE,5,2,7
NMT1_MOUSE,4,2,3
E41L2_MOUSE,5,4,6
MOT8_MOUSE,7,3,2
GPX4_MOUSE,13,4,6
GREM1_MOUSE,41,7,3
BIK_MOUSE,4,0,4
NPY5R_MOUSE,13,3,5
PRGC1_MOUSE,19,10,5
DXO_MOUSE,5,6,1
PER3_MOUSE,4,2,2
PHLD_MOUSE,25,2,6
CATS_MOUSE,6,2,5
TERT_MOUSE,26,11,12
XIRP1_MOUSE,9,2,4
MTG8R_MOUSE,8,2,1
I27RA_MOUSE,12,1,3
PDLI1_MOUSE,6,3,3
VAMP8_MOUSE,12,0,16
ULK1_MOUSE,28,26,10
FZD1_MOUSE,19,5,2
AOC3_MOUSE,2,7,7
FHL2_MOUSE,9,5,2
PSA3_MOUSE,1,1,4
GNAZ_MOUSE,4,6,6
BARD1_MOUSE,14,5,9
MOT2_MOUSE,3,4,9
1433S_MOUSE,23,5,4
OSMR_MOUSE,1,2,2
CCL19_MOUSE,34,3,2
MYPC3_MOUSE,8,4,5
DOK2_MOUSE,3,1,0
UGDH_MOUSE,6,3,2
PKNX1_MOUSE,8,5,4
VAMP4_MOUSE,4,0,5
UBR1_MOUSE,5,4,3
STRA6_MOUSE,4,4,1
SNX3_MOUSE,9,5,4
SP3_MOUSE,22,9,4
CLCN7_MOUSE,0,3,1
FCN2_MOUSE,9,6,4
DHB12_MOUSE,4,5,2
HCN4_MOUSE,6,4,3
FGFP1_MOUSE,6,1,3
KDM6A_MOUSE,24,5,3
TELT_MOUSE,13,7,2
SRPK1_MOUSE,9,24,9
BTG4_MOUSE,2,1,1
DIAP2_MOUSE,8,2,0
PDK4_MOUSE,14,3,3
NSMA_MOUSE,3,2,1
STAG3_MOUSE,5,0,9
S22A2_MOUSE,20,16,5
CCG1_MOUSE,5,2,4
PM34_MOUSE,7,9,2
LX12B_MOUSE,12,5,4
TRI18_MOUSE,3,6,6
NKX28_MOUSE,6,2,1
DTNB_MOUSE,0,2,9
CSKP_MOUSE,9,24,13
RTN2_MOUSE,5,0,6
MYOC_MOUSE,19,5,12
PDE9A_MOUSE,5,4,8
MCP_MOUSE,1,0,3
LY86_MOUSE,4,0,1
TTC3_MOUSE,4,2,3
CHST3_MOUSE,3,2,2
CO5A1_MOUSE,12,4,7
CFDP1_MOUSE,5,0,2
GREM2_MOUSE,6,4,1
BCL6B_MOUSE,1,4,1
WIZ_MOUSE,1,4,1
ZN326_MOUSE,5,3,3
SORL_MOUSE,30,6,22
ITL1A_MOUSE,3,3,6
AGR2_MOUSE,14,4,4
NTR1_MOUSE,21,4,9
NID2_MOUSE,1,1,6
O88325_MOUSE,63,1,4
MYO1A_MOUSE,4,4,11
KCNJ1_MOUSE,8,3,2
WDR1_MOUSE,15,2,9
S4A4_MOUSE,7,3,2
IKKB_MOUSE,8,29,6
BAZ1A_MOUSE,4,1,5
VTI1B_MOUSE,2,1,7
TGBR3_MOUSE,41,5,5
AVIL_MOUSE,7,3,7
CXCR3_MOUSE,11,3,3
TULP3_MOUSE,20,5,9
CAC1H_MOUSE,1,3,7
PAPS2_MOUSE,5,4,1
ADCY1_MOUSE,15,5,9
AURKC_MOUSE,3,23,8
KLC1_MOUSE,4,0,9
KLC2_MOUSE,3,1,7
STC2_MOUSE,15,4,4
KCNK4_MOUSE,12,6,3
DHCR7_MOUSE,8,2,1
ZN106_MOUSE,1,4,4
FOXL2_MOUSE,19,7,3
IF2B1_MOUSE,9,5,12
DC1I1_MOUSE,1,4,6
DC1I2_MOUSE,1,0,5
NSD1_MOUSE,5,14,3
MTR1L_MOUSE,0,1,3
PDE8A_MOUSE,4,5,0
CNTFR_MOUSE,8,3,4
DNM3A_MOUSE,25,11,9
DNM3B_MOUSE,12,8,4
GEMI_MOUSE,9,4,5
DLL3_MOUSE,10,2,2
NEMO_MOUSE,12,7,3
PPT1_MOUSE,23,4,14
DDC_MOUSE,6,5,1
FPR2_MOUSE,4,3,1
CSN3_MOUSE,3,0,4
CLD1_MOUSE,24,3,10
CLD2_MOUSE,7,3,4
PARP2_MOUSE,11,17,4
MEN1_MOUSE,34,5,5
S27A3_MOUSE,3,5,3
AXIN2_MOUSE,29,4,4
ROA2_MOUSE,8,6,6
LRP6_MOUSE,73,5,5
SAP30_MOUSE,7,3,3
S6A18_MOUSE,4,2,3
COMT_MOUSE,52,2,5
PGRP1_MOUSE,12,7,2
BECN1_MOUSE,53,6,15
CCG2_MOUSE,14,2,9
LMX1B_MOUSE,23,4,1
FOXH1_MOUSE,19,11,5
PARG_MOUSE,5,1,2
UBP2_MOUSE,11,5,6
SEM3F_MOUSE,16,2,2
PAR4_MOUSE,2,2,1
PAK1_MOUSE,33,26,18
LTOR3_MOUSE,7,3,5
EMP2_MOUSE,29,2,9
BRD7_MOUSE,14,5,5
RAD_MOUSE,0,3,2
CREG1_MOUSE,5,1,4
DGKA_MOUSE,4,5,2
MMP23_MOUSE,1,2,2
PCDA4_MOUSE,1,2,4
CEGT_MOUSE,10,1,1
CLPP_MOUSE,3,2,3
STK16_MOUSE,4,27,6
BLM_MOUSE,28,19,9
HCN2_MOUSE,7,5,3
HCN1_MOUSE,15,9,14
HCN3_MOUSE,3,3,6
ORC4_MOUSE,4,3,6
CTBP1_MOUSE,6,8,6
KLRG1_MOUSE,2,1,2
V2R_MOUSE,8,2,4
IFM5_MOUSE,4,0,4
MAP7_MOUSE,15,1,4
DHB7_MOUSE,8,3,2
BSN_MOUSE,4,3,17
BIRC6_MOUSE,12,3,8
GDAP1_MOUSE,5,0,2
TOM1_MOUSE,6,5,7
FA5_MOUSE,3,1,2
I13R2_MOUSE,3,1,4
JAM1_MOUSE,18,3,3
DCX_MOUSE,12,1,5
STAM2_MOUSE,1,2,3
SNAT_MOUSE,12,3,2
FUT9_MOUSE,14,3,4
JTB_MOUSE,5,1,6
SIAT9_MOUSE,2,1,1
CP4AA_MOUSE,1,5,2
SPSB2_MOUSE,3,1,1
ADA15_MOUSE,15,5,7
IDHC_MOUSE,10,5,3
AKA10_MOUSE,1,1,4
ARL6_MOUSE,11,5,8
TPST2_MOUSE,3,1,3
HUNK_MOUSE,0,23,0
BEST1_MOUSE,8,6,5
CCNK_MOUSE,6,4,3
BY55_MOUSE,15,5,3
DHRS3_MOUSE,7,2,1
ZFAN5_MOUSE,8,2,1
APAF_MOUSE,14,5,3
SH21A_MOUSE,8,1,1
HDAC3_MOUSE,27,23,10
P63_MOUSE,60,12,6
HIPK1_MOUSE,18,24,6
PIAS1_MOUSE,16,8,9
SOAT2_MOUSE,5,4,3
S22A8_MOUSE,3,5,2
KCJ15_MOUSE,1,2,2
SYN1_MOUSE,7,5,15
ZBT7A_MOUSE,20,10,2
MUSC_MOUSE,5,3,2
NFAC1_MOUSE,35,10,3
FA10_MOUSE,2,2,1
LIN7B_MOUSE,3,2,7
LIN7C_MOUSE,4,2,8
CP8B1_MOUSE,2,5,1
YMEL1_MOUSE,11,10,3
SETB1_MOUSE,7,7,3
DAA11_MOUSE,13,0,6
STX8_MOUSE,3,4,7
AKAP3_MOUSE,5,1,5
ACTN3_MOUSE,19,5,5
C1QRF_MOUSE,4,1,6
NOE1_MOUSE,10,2,11
LGMN_MOUSE,23,3,6
INVS_MOUSE,9,1,8
AFAM_MOUSE,3,1,1
TPP1_MOUSE,9,8,6
ROBO1_MOUSE,23,1,3
SPD2A_MOUSE,4,7,4
MKLN1_MOUSE,6,2,9
ITM2B_MOUSE,1,2,6
COR1A_MOUSE,32,7,16
PDE4A_MOUSE,6,3,6
RBM3_MOUSE,5,2,3
SP1_MOUSE,20,11,4
KLF10_MOUSE,8,5,1
CCL20_MOUSE,8,3,1
CASPE_MOUSE,2,2,5
CYTF_MOUSE,4,3,8
GRAP2_MOUSE,0,0,6
FGF18_MOUSE,19,4,2
C1QR1_MOUSE,2,4,3
FHIT_MOUSE,5,5,4
KCNN4_MOUSE,13,7,4
CASP8_MOUSE,24,4,6
LANC1_MOUSE,3,5,1
CYC2_MOUSE,3,3,2
CYB_MOUSE,15,3,4
CP1A1_MOUSE,39,17,2
CP1A2_MOUSE,20,9,1
ADH1_MOUSE,10,5,1
LDHC_MOUSE,6,1,4
DYR_MOUSE,11,4,4
COX1_MOUSE,6,3,3
COX2_MOUSE,3,2,3
COX3_MOUSE,2,1,3
HPRT_MOUSE,23,5,2
ABL1_MOUSE,99,24,17
MOS_MOUSE,10,24,2
AMY1_MOUSE,2,3,1
AM2A5_MOUSE,1,4,1
K1KB1_MOUSE,7,1,0
K1KB3_MOUSE,1,3,0
K1KB4_MOUSE,3,3,0
RENI2_MOUSE,3,2,1
DCOR_MOUSE,6,2,3
CAH2_MOUSE,12,4,5
CO3_MOUSE,27,3,4
CO4B_MOUSE,5,1,4
FOS_MOUSE,43,12,9
MYC_MOUSE,49,8,10
EGF_MOUSE,33,6,4
NGF_MOUSE,23,4,4
COLI_MOUSE,16,5,4
GLHA_MOUSE,12,1,2
INS1_MOUSE,8,4,6
INS2_MOUSE,16,4,10
IFNA1_MOUSE,6,2,2
IFNB_MOUSE,14,2,2
IFNG_MOUSE,68,2,3
IL1A_MOUSE,40,3,5
IL3_MOUSE,31,3,1
CSF2_MOUSE,19,3,3
IL2RA_MOUSE,14,2,1
IGJ_MOUSE,7,8,5
CD8A_MOUSE,9,1,4
THY1_MOUSE,21,3,15
GCAM_MOUSE,17,1,3
IGG2B_MOUSE,9,1,4
IGHG1_MOUSE,13,1,4
IGH1M_MOUSE,13,2,4
IGHM_MOUSE,19,4,11
IGHA_MOUSE,2,2,1
B2MG_MOUSE,27,2,8
HA1Y_MOUSE,4,0,5
HA1L_MOUSE,3,0,3
HA10_MOUSE,1,0,4
HA11_MOUSE,4,0,5
HA12_MOUSE,4,0,5
HA1B_MOUSE,7,1,4
HA1D_MOUSE,7,2,4
HA2K_MOUSE,5,1,4
HB2D_MOUSE,5,1,7
HBA_MOUSE,7,4,2
HBB1_MOUSE,5,4,2
HBB2_MOUSE,7,4,1
H3C_MOUSE,0,3,2
HSP1_MOUSE,4,1,4
P53_MOUSE,131,28,16
CO4A1_MOUSE,9,2,5
LAMC1_MOUSE,16,2,7
LAMB1_MOUSE,12,4,12
K1C10_MOUSE,8,3,5
ACHD_MOUSE,3,2,4
MUP6_MOUSE,16,4,3
FETA_MOUSE,6,1,2
MT1_MOUSE,8,3,4
HXA7_MOUSE,10,5,3
HXA3_MOUSE,17,4,1
NU1M_MOUSE,8,1,5
NU4M_MOUSE,9,1,3
NU6M_MOUSE,7,1,3
CFAD_MOUSE,3,1,1
ADA_MOUSE,61,3,6
MYCN_MOUSE,19,4,3
HA1W_MOUSE,7,1,4
GFAP_MOUSE,16,4,11
PR2C2_MOUSE,13,2,2
K2C1_MOUSE,4,3,4
FABP4_MOUSE,10,3,3
KITH_MOUSE,4,4,2
CFAB_MOUSE,3,1,1
GRAB_MOUSE,9,2,4
TGFB1_MOUSE,185,11,11
HA1K_MOUSE,7,1,4
HA2Q_MOUSE,5,1,4
HA2D_MOUSE,5,1,4
CD3D_MOUSE,5,2,2
MYG_MOUSE,5,6,1
IL2_MOUSE,25,3,1
MBP_MOUSE,9,3,10
IL5_MOUSE,10,3,1
WNT1_MOUSE,60,4,4
HG2A_MOUSE,41,8,14
ARAF_MOUSE,3,24,1
ACHA_MOUSE,9,2,6
ACHG_MOUSE,1,3,3
PR2C3_MOUSE,2,2,2
B3AT_MOUSE,9,7,7
PRIO_MOUSE,37,20,13
MUP11_MOUSE,17,3,3
MUP3_MOUSE,17,3,3
IGF1_MOUSE,54,6,7
ALDOC_MOUSE,4,2,1
ALDOA_MOUSE,5,2,10
ANF_MOUSE,14,3,5
KAPCA_MOUSE,30,12,19
AATC_MOUSE,14,4,1
AATM_MOUSE,11,3,5
CEL2A_MOUSE,6,3,3
TBA1B_MOUSE,2,6,3
TBA3_MOUSE,2,4,5
SRC_MOUSE,95,22,25
FGF3_MOUSE,9,1,4
KIT_MOUSE,66,25,8
LY6A_MOUSE,1,0,1
ITAM_MOUSE,26,6,7
PGFRB_MOUSE,40,24,8
JUN_MOUSE,25,4,6
K1C18_MOUSE,6,2,8
LDHA_MOUSE,3,2,3
LCK_MOUSE,14,10,5
RENI1_MOUSE,17,3,3
CD4_MOUSE,22,8,6
HA15_MOUSE,5,0,3
HB2Q_MOUSE,5,1,7
HB2K_MOUSE,5,1,7
HB2S_MOUSE,5,1,7
HB2F_MOUSE,5,1,7
GCR_MOUSE,21,15,12
CO9_MOUSE,6,0,4
CO5_MOUSE,6,1,2
APOA4_MOUSE,24,6,8
G6PI_MOUSE,21,6,5
MDR1B_MOUSE,0,5,3
CATL1_MOUSE,24,7,12
PTPRC_MOUSE,60,11,10
MAOX_MOUSE,6,7,2
ENPP1_MOUSE,99,20,6
PIM1_MOUSE,15,25,4
TNFA_MOUSE,155,7,9
NEUM_MOUSE,10,4,11
UROK_MOUSE,15,1,5
MYB_MOUSE,16,5,4
PRL_MOUSE,9,2,2
SOMA_MOUSE,16,3,7
CFAH_MOUSE,28,2,6
S10A4_MOUSE,1,7,4
CSF1_MOUSE,37,5,6
TRY2_MOUSE,7,2,3
TYRP1_MOUSE,7,4,4
SPRC_MOUSE,4,2,4
EPO_MOUSE,42,4,4
ANXA2_MOUSE,26,10,26
TYSY_MOUSE,19,5,5
ALBU_MOUSE,3,10,8
RIR1_MOUSE,15,5,6
IL4_MOUSE,49,3,2
A1AT1_MOUSE,4,1,3
SPA3K_MOUSE,2,1,2
HS90A_MOUSE,37,26,19
ERCC1_MOUSE,35,5,6
PHKG1_MOUSE,2,26,1
PRM2_MOUSE,4,3,4
PDIA4_MOUSE,3,2,5
APT_MOUSE,7,3,2
SPTA1_MOUSE,8,2,7
EGR1_MOUSE,34,13,4
TRFL_MOUSE,25,8,6
CBR2_MOUSE,1,2,2
FCGR2_MOUSE,30,1,8
HCK_MOUSE,12,5,10
ENPL_MOUSE,7,9,11
CO3A1_MOUSE,36,6,5
CO4A2_MOUSE,7,1,5
EGR2_MOUSE,26,13,3
S10AA_MOUSE,12,3,8
APOE_MOUSE,86,16,16
SODC_MOUSE,50,7,15
MDHM_MOUSE,7,4,5
KCC4_MOUSE,11,4,7
IL6_MOUSE,51,3,3
FCGR3_MOUSE,14,2,2
NFL_MOUSE,29,7,13
NFM_MOUSE,6,1,8
RASN_MOUSE,9,4,3
HEM0_MOUSE,6,2,3
K1C13_MOUSE,3,1,1
GNAI2_MOUSE,20,4,10
RPB1_MOUSE,5,13,5
LYZ2_MOUSE,4,1,1
CD2_MOUSE,6,2,7
LTK_MOUSE,7,21,3
HXA5_MOUSE,33,3,1
HXA1_MOUSE,17,2,1
HXB7_MOUSE,4,3,2
HXC8_MOUSE,4,3,3
HXB3_MOUSE,12,2,1
HXD3_MOUSE,10,2,3
ISK1_MOUSE,6,2,1
PGK2_MOUSE,2,2,3
ITB1_MOUSE,59,12,34
LIF_MOUSE,40,3,2
HME1_MOUSE,23,2,1
HME2_MOUSE,8,2,2
HXB5_MOUSE,6,4,4
PAX1_MOUSE,13,3,2
PDIA1_MOUSE,9,8,10
CNRG_MOUSE,4,4,1
TNFB_MOUSE,15,2,2
CCKN_MOUSE,5,2,2
PPBT_MOUSE,20,14,7
NUCL_MOUSE,7,7,8
PGK1_MOUSE,8,3,5
JUNB_MOUSE,16,4,2
ACE_MOUSE,45,14,10
FRIH_MOUSE,6,6,7
IGF2_MOUSE,26,8,2
MYL3_MOUSE,4,2,3
CSF1R_MOUSE,30,24,5
HXA9_MOUSE,17,3,4
HXB8_MOUSE,9,3,1
SODM_MOUSE,61,7,4
ACHB_MOUSE,6,3,4
CADH1_MOUSE,30,8,20
